#{"t_start": 1686263762.3673801, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
130.0,1940,2342.281707
135.0,1904,2368.150914
85.0,1196,2371.148518
385.0,4908,2404.580949
230.0,2388,2410.31043
230.0,2388,2416.132894
230.0,2388,2421.980204
230.0,2388,2427.718031
265.0,2580,2476.399731
105.0,1128,2479.166883
85.0,1890,2504.879595
115.0,2392,2510.773116
115.0,2392,2516.762459
115.0,2392,2522.510967
115.0,2392,2528.347291
170.0,2088,2555.413807
120.0,2460,2583.542322
95.0,1984,2588.454466
95.0,2742,2595.089133
95.0,2742,2601.681568
95.0,2742,2608.325702
95.0,2742,2614.942343
260.0,2629,2664.024972
215.0,2474,2691.132475
245.0,2952,2698.264878
245.0,2952,2705.49949
245.0,2952,2712.729904
245.0,2952,2719.866167
110.0,1976,2746.559636
80.0,1608,2750.619342
540.0,4827,2784.217728
180.0,2412,2789.924467
180.0,2412,2795.7233
180.0,2412,2801.533787
180.0,2412,2807.410296
180.0,2540,2834.75889
210.0,2452,2882.101559
210.0,2446,2887.942368
210.0,2446,2893.85842
210.0,2446,2899.844891
210.0,2446,2905.782241
210.0,2446,2911.660226
470.0,3136,2940.462483
140.0,1182,2964.224437
140.0,1996,2969.197487
180.0,1960,2973.961138
180.0,1960,2978.812979
180.0,1960,2983.81593
180.0,1960,2988.711103
180.0,2408,3016.284765
195.0,2394,3043.241623
225.0,2418,3070.015669
90.0,1230,3072.992961
90.0,1230,3075.912303
90.0,1230,3078.887431
90.0,1230,3081.797403
165.0,1446,3085.375879
290.0,3270,3135.601495
155.0,1820,3140.016988
225.0,2756,3146.532487
225.0,2756,3153.197989
225.0,2756,3159.861001
225.0,2756,3166.598806
180.0,2644,3194.08207
150.0,1970,3219.966753
415.0,4370,3230.527151
380.0,3270,3238.269445
380.0,3270,3245.970788
380.0,3270,3253.815673
380.0,3270,3261.558886
185.0,2544,3309.816852
70.0,1046,3312.332377
190.0,2038,3338.308031
510.0,2784,3345.044581
510.0,2784,3351.895563
510.0,2784,3359.081836
510.0,2784,3365.712346
520.0,3870,3417.801783
440.0,2548,3424.200784
275.0,2828,3431.047771
275.0,2828,3437.77709
275.0,2828,3444.565624
275.0,2828,3451.385075
240.0,2426,3478.145386
285.0,2652,3525.89588
290.0,2904,3532.868424
290.0,2904,3539.783295
290.0,2904,3546.867215
290.0,2904,3553.87948
140.0,2390,3581.277448
210.0,2380,3607.91161
210.0,2496,3613.978395
180.0,2400,3619.73342
180.0,2400,3625.598206
180.0,2400,3631.457376
180.0,2400,3637.141515
140.0,1984,3663.061535
155.0,2406,3689.998361
240.0,2886,3717.976591
460.0,2930,3725.139555
460.0,2930,3732.203979
460.0,2930,3739.248545
460.0,2930,3746.173098
180.0,2434,3772.739859
210.0,2588,3799.61964
160.0,2388,3805.402841
160.0,2388,3811.22059
160.0,2388,3816.941386
160.0,2388,3822.815314
160.0,2388,3828.635167
180.0,1598,3853.909824
160.0,2050,3880.541476
85.0,1176,3883.461589
410.0,2542,3889.705898
225.0,2864,3896.66639
225.0,2864,3903.606681
225.0,2864,3910.530376
225.0,2864,3917.374671
585.0,3870,3968.44822
260.0,4620,4002.334819
205.0,1538,4006.794725
205.0,1538,4011.196247
205.0,1538,4015.924302
205.0,1538,4020.264886
70.0,1102,4023.630199
65.0,1162,4050.163784
260.0,3264,4079.783836
65.0,998,4082.116148
65.0,998,4084.526488
65.0,998,4086.926762
65.0,998,4089.2483
260.0,2452,4137.004756
285.0,2888,4165.242516
125.0,1966,4170.011953
125.0,1966,4174.712573
125.0,1966,4179.517302
125.0,1966,4184.348111
40.0,1206,4187.754077
225.0,3054,4236.876428
165.0,2536,4243.184283
185.0,1798,4247.508284
185.0,1798,4251.713396
185.0,1798,4256.043466
185.0,1798,4260.51846
480.0,3786,4311.668164
125.0,2232,4340.929554
225.0,2840,4347.944328
225.0,2840,4355.05155
225.0,2840,4362.278987
225.0,2840,4369.448747
145.0,1958,4396.081669
260.0,2884,4425.268272
50.0,1726,4429.485637
245.0,3130,4437.198234
245.0,3130,4445.047798
245.0,3130,4452.859155
245.0,3130,4460.647837
260.0,2890,4510.732753
50.0,1154,4513.629392
330.0,3462,4543.311121
65.0,1152,4546.082124
65.0,1152,4548.915234
65.0,1152,4551.643229
65.0,1152,4554.443455
90.0,1184,4557.667522
265.0,3062,4585.898281
120.0,1964,4590.106695
120.0,1964,4594.235371
120.0,1964,4598.311386
120.0,1964,4602.443784
120.0,1964,4606.573366
120.0,1964,4610.675869
120.0,1964,4615.01621
120.0,1964,4619.16339
120.0,1964,4623.298976
