#{"t_start": 1686532997.2181435, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
410.0,2346,1680.294921
500.0,3364,1682.911951
160.0,2042,1684.470045
395.0,4300,1687.805942
90.0,1188,1728.300658
260.0,2954,1730.550681
120.0,1906,1731.988658
135.0,1684,1733.257679
395.0,2652,1735.209341
225.0,2798,1737.330368
90.0,1510,1738.447364
135.0,1900,1739.955366
210.0,2438,1741.900365
285.0,2786,1744.021366
260.0,2964,1746.381785
510.0,3002,1787.811409
210.0,2408,1789.69841
440.0,2974,1791.983405
120.0,1838,1793.420719
430.0,3442,1795.98474
215.0,2962,1798.192844
430.0,3442,1800.747848
165.0,2330,1802.541845
165.0,2330,1804.300843
210.0,2340,1806.184118
510.0,2826,1808.301072
275.0,3044,1850.111835
290.0,3312,1852.608806
135.0,1578,1853.831808
460.0,2906,1856.002234
120.0,1688,1857.262499
285.0,3250,1859.755929
210.0,2476,1861.599208
215.0,3050,1863.897657
75.0,1056,1864.631657
210.0,2476,1866.520657
735.0,4172,1869.793044
215.0,2786,1911.252604
135.0,1692,1912.509605
125.0,1352,1913.562603
515.0,3114,1915.964945
260.0,2888,1918.206145
370.0,4104,1921.31448
260.0,2954,1923.52664
180.0,1644,1924.781638
180.0,1644,1926.056116
180.0,1644,1927.282117
180.0,1644,1928.486114
620.0,4318,1971.093777
260.0,2890,1973.335776
335.0,4786,1976.941945
520.0,3216,1979.450941
440.0,2896,2021.605938
155.0,1962,2023.478235
215.0,2882,2025.924659
240.0,3012,2028.500687
210.0,2424,2030.56966
240.0,2978,2033.169665
240.0,3012,2035.766582
135.0,1482,2037.144554
225.0,2662,2039.443556
215.0,2608,2041.769554
105.0,1548,2043.1918
135.0,1666,2044.574807
395.0,4302,2089.022714
135.0,1440,2090.143712
245.0,3044,2092.508115
135.0,2142,2094.130368
410.0,2684,2096.077783
410.0,2684,2098.088167
410.0,2658,2100.069193
410.0,2684,2102.139164
325.0,3232,2104.724275
410.0,2670,2106.835276
270.0,3004,2109.15128
135.0,1966,2150.018196
155.0,2076,2151.6307
490.0,2962,2153.943699
290.0,2996,2156.189993
185.0,2584,2158.173997
235.0,2940,2160.401993
265.0,2948,2162.658996
235.0,2940,2164.865993
485.0,2950,2167.106159
125.0,1398,2168.204159
120.0,2304,2170.019511
135.0,1160,2170.927514
475.0,2948,2214.396594
470.0,3124,2216.792897
465.0,3070,2219.167881
240.0,2884,2221.391881
345.0,3228,2223.901484
245.0,3008,2226.26335
210.0,2402,2228.041784
210.0,2402,2229.824787
30.0,1094,2230.690785
410.0,2482,2232.512866
410.0,2386,2234.412787
265.0,2852,2275.916299
210.0,2380,2277.755271
425.0,3028,2280.09727
210.0,2378,2281.956614
620.0,4506,2285.405514
430.0,2958,2327.198969
485.0,2738,2329.248967
490.0,3186,2331.658969
485.0,2738,2333.726689
215.0,2470,2335.575185
210.0,2410,2337.509442
260.0,2744,2339.657443
300.0,3428,2342.288519
410.0,2652,2344.362503
210.0,2774,2346.496555
210.0,2602,2387.877258
450.0,4422,2391.309396
105.0,1612,2392.545747
285.0,2686,2394.618199
285.0,2686,2396.675221
105.0,1612,2397.849197
210.0,2654,2400.030709
215.0,2796,2402.1847
585.0,4198,2405.484697
315.0,4174,2448.317275
700.0,4070,2451.492271
210.0,2458,2453.409276
195.0,2630,2455.434457
625.0,4524,2458.875738
195.0,2630,2460.865949
625.0,4524,2464.30641
240.0,2882,2466.667408
240.0,2566,2468.719545
440.0,2972,2510.15953
590.0,4288,2513.50353
155.0,1524,2514.712716
210.0,2402,2516.587173
240.0,2676,2518.68226
245.0,2988,2520.967946
210.0,2612,2522.915924
365.0,4056,2525.966271
365.0,4056,2528.98327
325.0,3054,2531.285424
460.0,2896,2533.602424
345.0,3266,2575.632437
340.0,3210,2578.188789
465.0,3000,2580.484115
210.0,2606,2582.518376
155.0,1714,2583.845375
605.0,4420,2587.385375
380.0,2658,2589.698564
210.0,2664,2591.962129
240.0,2952,2594.555318
180.0,1542,2595.868876
245.0,3048,2639.785663
105.0,1638,2641.085683
290.0,3044,2643.454679
210.0,2426,2645.316683
285.0,2834,2647.54868
300.0,3044,2649.915679
310.0,3402,2692.055878
210.0,2454,2693.908251
260.0,2914,2696.127254
460.0,2914,2698.319252
460.0,2914,2700.467255
260.0,2924,2702.699734
565.0,4378,2706.138728
185.0,1568,2707.349728
45.0,1474,2708.422757
225.0,2850,2710.65917
295.0,3028,2712.968177
650.0,4510,2756.051311
340.0,3954,2759.086313
370.0,4298,2762.349715
80.0,1214,2763.258713
210.0,2654,2765.239968
210.0,2654,2767.25197
565.0,4208,2770.625988
210.0,2384,2772.451965
210.0,2340,2774.293967
425.0,2840,2815.635594
210.0,2518,2817.575594
460.0,2886,2819.829957
230.0,2754,2821.956408
50.0,1370,2823.009406
370.0,4146,2826.117403
530.0,3224,2828.490685
530.0,3224,2830.954883
290.0,3254,2833.356881
210.0,2488,2835.385341
420.0,4360,2877.649035
125.0,1358,2878.715039
210.0,2450,2880.572922
180.0,2344,2882.406923
390.0,4546,2885.907922
215.0,2770,2888.015218
260.0,2956,2890.239353
300.0,3352,2892.882352
300.0,3352,2895.583485
330.0,3418,2898.217475
330.0,3418,2900.705832
260.0,2896,2942.648183
520.0,4728,2946.298241
210.0,2430,2948.188272
310.0,3212,2950.658241
210.0,2770,2952.793562
410.0,2808,2955.001582
560.0,4306,2998.096869
695.0,4546,3001.47287
460.0,2984,3003.779334
460.0,2984,3006.030357
500.0,3372,3008.552781
210.0,2364,3010.517782
235.0,2724,3012.555781
410.0,2552,3014.535804
240.0,2806,3016.692782
180.0,1642,3018.018168
285.0,2798,3020.155166
240.0,3362,3061.854327
460.0,2920,3064.020054
270.0,2974,3066.257253
210.0,2406,3068.040337
210.0,2406,3069.90034
270.0,2974,3072.08086
240.0,2908,3074.433937
425.0,4406,3077.748208
285.0,3050,3080.059653
260.0,3074,3121.536377
155.0,1536,3122.750377
545.0,4280,3126.054475
225.0,2690,3128.150587
540.0,4264,3131.365837
595.0,4936,3135.065835
245.0,2818,3137.16186
245.0,2818,3139.363877
265.0,2838,3141.580879
235.0,2772,3143.742858
360.0,4332,3186.107593
230.0,2794,3188.244593
345.0,3282,3190.836127
315.0,3098,3193.143347
155.0,1154,3194.062346
365.0,3278,3196.454307
260.0,2878,3198.691716
285.0,3042,3200.948951
310.0,3148,3203.354944
310.0,3148,3205.684979
300.0,4112,3208.922946
105.0,1182,3248.619749
270.0,3014,3251.009247
210.0,2358,3252.842643
440.0,2896,3255.031885
290.0,2950,3257.272266
210.0,2680,3259.356452
695.0,4830,3262.902452
345.0,4254,3266.100909
210.0,2600,3268.034238
345.0,4254,3271.259529
210.0,2600,3273.253524
135.0,1902,3313.854249
420.0,4388,3317.235437
205.0,2630,3319.28544
160.0,1882,3320.726776
210.0,2722,3322.851775
210.0,2740,3325.000774
185.0,2352,3366.557895
215.0,2666,3368.558896
260.0,2978,3370.887877
390.0,4018,3373.917594
50.0,1156,3374.757596
420.0,4336,3378.000603
485.0,2846,3380.310583
210.0,2684,3382.417218
260.0,2836,3384.560217
335.0,3286,3387.092488
295.0,3016,3428.695831
65.0,1180,3429.655848
290.0,3976,3432.665251
225.0,2696,3434.774748
245.0,3058,3437.047727
440.0,4274,3440.250748
245.0,3058,3442.629725
260.0,3132,3444.978729
255.0,2674,3447.186725
750.0,3960,3450.284069
290.0,2990,3452.569069
215.0,2412,3493.810836
135.0,1936,3495.423838
480.0,3098,3497.952242
410.0,2516,3500.064665
285.0,2868,3502.321647
240.0,2816,3504.434664
240.0,2816,3506.551666
620.0,4928,3510.233643
620.0,4928,3513.948648
225.0,2464,3515.913665
155.0,1446,3517.022148
255.0,3022,3558.7015
285.0,2934,3561.035524
210.0,2344,3562.844501
210.0,2468,3564.700504
310.0,3214,3567.235504
260.0,2868,3569.42593
155.0,1488,3570.616929
60.0,1144,3571.421461
360.0,3256,3573.916464
435.0,4540,3577.290851
125.0,1842,3578.803875
125.0,1170,3579.714876
230.0,2758,3621.65613
520.0,2994,3624.013962
210.0,2482,3625.97347
240.0,2916,3628.187787
155.0,1880,3629.620789
155.0,2136,3631.268817
210.0,2744,3673.053147
290.0,3114,3675.424423
290.0,3114,3677.740445
290.0,3114,3680.115423
545.0,4302,3683.392611
340.0,3348,3686.068615
240.0,2986,3688.336611
210.0,2794,3690.535066
300.0,2994,3692.834224
300.0,3106,3695.180226
285.0,2814,3736.582495
315.0,4140,3739.733494
180.0,2064,3741.296494
260.0,2978,3743.505497
275.0,3018,3745.800494
275.0,3018,3748.033497
425.0,2688,3750.175514
210.0,4306,3753.525515
285.0,2766,3755.636623
135.0,1544,3756.819623
290.0,2870,3798.475549
240.0,3070,3800.786648
260.0,2782,3802.969645
105.0,1660,3804.238645
260.0,2906,3806.520034
420.0,4288,3809.732551
420.0,4288,3812.972551
420.0,4374,3816.305552
475.0,2990,3818.694551
210.0,2372,3820.562018
260.0,2902,3822.849792
465.0,2884,3865.070284
345.0,4064,3868.250699
260.0,2936,3870.539698
210.0,2382,3872.394701
160.0,1838,3873.922222
210.0,2780,3876.178218
160.0,1838,3877.686555
210.0,2780,3879.783555
145.0,1488,3880.993556
210.0,2426,3882.9387
235.0,2590,3924.351058
155.0,2168,3926.04829
625.0,4426,3929.43027
440.0,2846,3931.590271
265.0,2850,3933.862796
285.0,2840,3935.966796
275.0,2844,3938.132172
125.0,1884,3939.498459
275.0,2844,3941.683479
260.0,2870,3943.837486
210.0,1844,3984.268519
410.0,2350,3986.125538
210.0,2508,3988.023816
215.0,2610,3990.104984
80.0,1182,3991.045223
80.0,1142,3991.99221
395.0,4374,3995.772839
345.0,3338,4040.714846
470.0,3230,4043.651314
260.0,2918,4046.300782
785.0,5474,4050.755222
270.0,2970,4052.909229
785.0,5474,4057.033643
135.0,1456,4058.253643
290.0,2948,4060.505642
210.0,1578,4061.753642
240.0,2550,4063.725819
90.0,1720,4065.095968
180.0,1576,4066.416047
460.0,2922,4108.173243
235.0,2702,4110.337165
500.0,4834,4114.016364
390.0,4004,4117.017096
390.0,4004,4119.993094
390.0,4004,4123.021178
500.0,3204,4125.510149
300.0,3094,4127.938803
415.0,2500,4129.912803
565.0,3062,4132.237054
265.0,2798,4173.632026
130.0,1626,4174.93328
420.0,4356,4178.2563
240.0,2910,4180.424284
420.0,4466,4183.748461
620.0,4336,4187.074478
420.0,4466,4190.453938
420.0,4466,4193.76001
265.0,2906,4195.932015
265.0,3036,4198.413012
255.0,2876,4200.587014
470.0,4460,4243.053114
410.0,2410,4244.954142
470.0,4464,4248.354136
290.0,2818,4250.507114
780.0,4638,4253.982191
270.0,2948,4256.204582
270.0,2948,4258.427579
240.0,2800,4260.503034
515.0,3200,4262.955321
425.0,4322,4305.038077
850.0,4554,4308.53998
265.0,2930,4310.788981
380.0,3304,4313.406001
180.0,1332,4314.469981
545.0,3944,4356.252997
730.0,4816,4359.923179
730.0,4816,4363.664671
285.0,2810,4365.759725
420.0,4282,4368.959479
275.0,3010,4371.41344
155.0,1916,4372.894442
265.0,2908,4375.14644
155.0,2000,4376.68344
270.0,3104,4379.140443
210.0,2504,4381.037442
110.0,1314,4420.783818
425.0,2832,4423.052038
495.0,2796,4425.168509
265.0,2866,4427.374507
240.0,2830,4429.515508
340.0,3820,4432.332767
265.0,2866,4434.494118
240.0,2854,4436.824114
250.0,2848,4439.024896
475.0,3014,4441.389874
790.0,4318,4484.222507
390.0,4354,4487.610315
700.0,4488,4491.052519
620.0,4802,4494.705883
320.0,3834,4497.580624
620.0,4802,4501.137072
910.0,6728,4506.186409
470.0,2938,4508.570389
290.0,2898,4510.831388
395.0,3994,4552.562163
460.0,2958,4554.90294
210.0,2140,4556.542935
240.0,2874,4558.743936
210.0,2438,4560.631935
320.0,3250,4563.093407
320.0,3250,4565.549408
490.0,3090,4567.825408
320.0,3250,4570.255411
515.0,3238,4572.615413
260.0,2960,4574.970815
490.0,2870,4615.968791
160.0,1976,4617.549792
595.0,4254,4620.793322
150.0,1928,4622.297795
315.0,2954,4624.5288
500.0,3082,4626.891575
730.0,4466,4630.226849
210.0,2520,4632.118869
330.0,3226,4634.52685
330.0,3226,4636.96585
330.0,3226,4639.352376
260.0,2876,4681.190328
410.0,2346,4683.037328
60.0,1112,4683.905355
85.0,1416,4684.970329
210.0,2460,4686.941826
180.0,1986,4688.487943
390.0,4134,4691.707195
620.0,4362,4734.968101
225.0,2810,4737.092122
290.0,3114,4739.449355
225.0,2810,4741.623714
435.0,4402,4744.934844
265.0,2848,4747.315061
215.0,2572,4749.278412
520.0,3218,4751.732789
260.0,2918,4754.059787
310.0,3114,4796.426337
515.0,2930,4798.821633
300.0,3284,4801.326606
610.0,4442,4804.640603
390.0,3226,4807.151929
280.0,2810,4809.27293
280.0,2810,4811.353316
210.0,2586,4813.433151
515.0,3284,4815.93492
210.0,2502,4817.874342
365.0,4248,4861.242729
465.0,2884,4863.45173
215.0,2536,4865.439824
210.0,2426,4867.301825
670.0,4911,4870.982824
310.0,3194,4873.379919
670.0,4911,4877.035014
310.0,3194,4879.411389
210.0,2392,4881.372388
290.0,2802,4883.564392
320.0,2948,4925.545455
285.0,2760,4927.65151
260.0,2824,4929.898515
335.0,3086,4932.256944
270.0,2820,4934.529945
650.0,4810,4938.144341
180.0,1478,4939.269344
285.0,3134,4941.612475
180.0,1478,4942.754494
180.0,1478,4943.871475
180.0,2296,4945.715825
485.0,2906,4987.496777
155.0,1584,4988.761044
370.0,4138,4991.924035
410.0,2670,4993.975038
135.0,1786,4995.39536
285.0,2818,4997.559703
310.0,2936,5039.776482
315.0,3014,5042.050459
215.0,2740,5044.143457
315.0,3014,5046.488456
555.0,3252,5048.898459
340.0,3230,5051.532463
640.0,4662,5055.125758
550.0,3256,5057.673737
210.0,2368,5059.514946
210.0,2516,5061.451946
680.0,4528,5103.963905
150.0,1190,5104.874905
150.0,1190,5105.784889
290.0,2852,5107.934888
330.0,2984,5110.153266
210.0,2388,5112.023266
290.0,3366,5114.603752
270.0,3068,5116.987133
240.0,2810,5119.170133
670.0,4466,5161.446341
155.0,1886,5162.892344
420.0,4216,5166.090343
155.0,1750,5167.405712
155.0,1750,5168.6847
155.0,1750,5170.0517
345.0,4094,5173.069699
210.0,2478,5175.072701
310.0,3068,5177.369698
535.0,4248,5219.535358
235.0,2710,5221.649721
590.0,4212,5224.869722
545.0,4684,5228.357164
305.0,2966,5230.65817
840.0,4340,5233.925061
180.0,1482,5235.038058
180.0,1482,5236.099063
310.0,3146,5238.617057
260.0,2886,5279.965295
445.0,2324,5281.786293
565.0,4082,5284.916298
315.0,3024,5287.283293
320.0,3146,5289.682552
360.0,4134,5292.801617
320.0,3256,5295.300881
320.0,3256,5298.013186
460.0,2942,5300.358186
240.0,2836,5302.536181
300.0,2954,5343.982905
285.0,2868,5346.176068
575.0,4300,5349.41806
180.0,2022,5351.026041
275.0,2910,5353.270043
265.0,3052,5355.60404
355.0,2244,5396.664027
515.0,3292,5399.207063
515.0,3292,5401.72006
670.0,4454,5405.033061
515.0,3292,5407.523082
210.0,2368,5409.470359
425.0,4300,5412.757354
300.0,3436,5415.368855
695.0,4814,5458.644114
355.0,3386,5461.242117
210.0,2430,5463.090142
335.0,4238,5466.268642
420.0,4426,5469.541728
260.0,2864,5471.690637
260.0,2864,5473.889659
320.0,3212,5476.412641
260.0,2910,5478.641638
620.0,4174,5481.853283
240.0,2896,5523.250952
210.0,2118,5524.910963
435.0,4084,5528.073979
260.0,2882,5530.302364
390.0,4520,5533.706362
565.0,4370,5536.967622
565.0,4370,5540.263054
565.0,4370,5543.512859
125.0,1174,5544.420838
250.0,2934,5546.745083
185.0,1922,5548.209085
605.0,5078,5591.745292
420.0,4354,5595.129515
180.0,1556,5596.320502
440.0,2896,5598.589506
410.0,4394,5601.829505
345.0,3336,5604.357931
620.0,4370,5607.591175
330.0,3354,5610.138171
345.0,3336,5612.580986
210.0,2386,5614.499136
285.0,2818,5655.470767
225.0,2536,5657.437159
240.0,2914,5659.683615
265.0,3086,5662.096049
155.0,1528,5663.219522
210.0,2490,5665.185019
260.0,2876,5667.376389
365.0,4608,5670.8316
365.0,4608,5674.3226
365.0,4608,5677.826825
475.0,3002,5680.288828
260.0,2904,5722.184869
350.0,3086,5724.568156
305.0,2890,5726.852659
420.0,4254,5730.136463
125.0,1630,5731.321466
230.0,2854,5773.201538
460.0,2888,5775.438536
315.0,3264,5777.898558
315.0,3264,5780.291536
625.0,4150,5783.456566
545.0,3144,5785.891536
150.0,1976,5787.508539
345.0,3314,5790.087539
270.0,2854,5792.331536
620.0,4296,5797.650213
140.0,1758,5839.255462
155.0,1962,5840.755526
290.0,2720,5842.84855
245.0,2728,5844.892526
145.0,1560,5846.172228
210.0,2384,5847.965245
210.0,2442,5849.854242
210.0,2442,5851.776435
335.0,3960,5854.93457
240.0,2746,5857.038342
215.0,4172,5899.423605
265.0,2914,5901.9036
425.0,2640,5903.9607
260.0,2860,5906.176933
290.0,2876,5908.357241
735.0,6308,5913.084509
420.0,4322,5916.355253
240.0,2826,5918.45525
420.0,4322,5921.788353
150.0,1856,5923.315329
180.0,2322,5925.130349
225.0,2604,5967.068872
125.0,1590,5968.303298
245.0,2506,5970.290465
180.0,2276,5972.034636
295.0,2968,5974.654258
80.0,1142,5975.616258
410.0,2632,5977.948261
155.0,1556,5979.283373
105.0,1456,5980.524375
290.0,2936,5983.018595
370.0,3088,5985.652371
105.0,1456,5986.932841
460.0,2856,6032.17559
155.0,1528,6033.461592
260.0,2940,6035.756608
210.0,2334,6037.573586
240.0,2910,6039.889588
125.0,1546,6041.123588
210.0,2350,6043.018584
630.0,4310,6086.154369
320.0,3254,6088.657487
590.0,4330,6091.91949
620.0,4184,6095.119779
590.0,4330,6098.434111
215.0,2860,6100.720133
620.0,4152,6103.964421
275.0,2836,6106.265993
470.0,4382,6109.601994
375.0,4150,6151.658532
210.0,2036,6153.172532
310.0,3048,6155.481591
390.0,4600,6158.9392
690.0,5522,6163.057619
330.0,3166,6165.40258
310.0,3260,6168.039559
575.0,4004,6171.065949
480.0,2892,6173.27008
315.0,3338,6214.95581
440.0,2436,6216.849804
425.0,2604,6218.850053
675.0,4470,6222.20397
990.0,4328,6225.836253
990.0,4328,6229.60348
990.0,4328,6233.265572
335.0,3936,6236.607854
155.0,1516,6238.082851
225.0,2692,6240.484852
245.0,2674,6242.82762
365.0,4468,6286.536718
450.0,2598,6288.538722
135.0,1508,6289.72472
210.0,2020,6291.278223
265.0,2862,6293.500222
290.0,2776,6295.622427
260.0,2908,6297.843426
210.0,2006,6299.355428
605.0,5888,6303.736811
260.0,2908,6305.961964
225.0,2612,6308.070961
180.0,2080,6349.208419
230.0,2722,6351.290464
210.0,2102,6352.902466
765.0,4230,6356.099488
265.0,2910,6358.409796
625.0,4312,6361.673667
420.0,4266,6364.836732
230.0,2772,6366.941761
285.0,3048,6369.161739
310.0,2643,6371.205735
210.0,2528,6412.154307
165.0,1634,6413.439306
225.0,2630,6415.509672
225.0,2718,6417.63267
515.0,3328,6420.211679
585.0,4122,6423.370677
295.0,2752,6464.274357
285.0,2980,6466.58518
470.0,4454,6469.9062
530.0,4214,6473.070271
240.0,2872,6475.223046
300.0,3070,6477.586144
210.0,2070,6479.266144
210.0,2600,6481.242424
210.0,1436,6482.392519
215.0,2732,6484.481519
560.0,3342,6487.11352
320.0,3048,6528.748036
210.0,1918,6530.258036
180.0,1466,6531.408036
715.0,4508,6534.935061
390.0,4284,6538.22606
260.0,2832,6540.28506
305.0,3302,6542.819061
260.0,2832,6544.902716
495.0,2884,6547.216769
110.0,1486,6548.346769
255.0,2880,6550.562268
700.0,4612,6593.089157
535.0,3102,6595.558237
475.0,3054,6597.939238
260.0,2874,6600.154712
215.0,2704,6602.173553
520.0,2974,6604.438558
215.0,2704,6606.490555
520.0,2974,6608.752553
390.0,4376,6612.280554
335.0,3054,6653.513323
485.0,2858,6655.642325
180.0,1706,6656.982609
445.0,2886,6659.23763
330.0,2616,6661.195098
655.0,4624,6664.624483
180.0,1682,6665.927531
215.0,2716,6667.931896
180.0,1682,6669.196879
215.0,2716,6671.230879
255.0,2876,6712.371428
500.0,3334,6715.02443
155.0,1792,6716.379433
