#{"t_start": 1686272874.1651495, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
125.0,2354,1287.704918
25.0,1156,1290.564183
165.0,2020,1295.480929
165.0,2020,1300.744005
165.0,2020,1305.7532
165.0,2020,1310.73167
65.0,1596,1314.938454
430.0,2878,1365.130553
150.0,1944,1369.822217
255.0,3030,1377.158623
255.0,3030,1384.409845
255.0,3030,1391.636472
255.0,3030,1398.821981
105.0,1854,1403.58195
135.0,1642,1450.542044
350.0,3006,1458.008456
50.0,1142,1461.048115
50.0,1142,1464.138768
50.0,1142,1466.930867
50.0,1142,1469.735103
210.0,2990,1520.732501
230.0,3444,1529.26926
115.0,2100,1534.392531
115.0,2100,1539.360205
115.0,2100,1544.369814
115.0,2100,1549.365948
85.0,1484,1595.233026
160.0,3388,1603.729968
50.0,1092,1606.253064
160.0,1984,1611.069082
160.0,1984,1615.855096
160.0,1984,1620.619714
160.0,1984,1625.476132
60.0,1474,1672.150653
215.0,2592,1678.719253
270.0,3004,1728.555347
40.0,1036,1731.045374
40.0,1036,1733.560565
40.0,1036,1736.036264
40.0,1036,1738.532264
75.0,1350,1742.017892
210.0,2478,1791.254613
345.0,3110,1799.031696
35.0,1238,1802.284566
35.0,1238,1805.262307
35.0,1238,1808.248993
35.0,1238,1811.305052
190.0,2456,1860.390249
115.0,1776,1864.912221
50.0,1806,1869.390636
30.0,1290,1872.553955
30.0,1290,1875.583932
30.0,1290,1878.700746
30.0,1290,1881.87077
255.0,3090,1932.228476
95.0,1696,1936.388203
245.0,3600,1945.020024
15.0,986,1947.315022
15.0,986,1949.664437
15.0,986,1951.976914
15.0,986,1954.299349
50.0,1126,2000.916071
260.0,2084,2006.328764
320.0,2504,2056.169419
135.0,2136,2061.467419
135.0,2136,2067.319487
135.0,2136,2072.745072
135.0,2136,2077.986148
235.0,2540,2084.607866
130.0,1364,2132.20411
65.0,1336,2135.616848
265.0,2572,2141.962036
265.0,2572,2148.260247
265.0,2572,2154.619692
265.0,2572,2160.902202
125.0,1506,2164.838397
125.0,1638,2212.473704
150.0,1686,2216.806078
120.0,2156,2222.03308
80.0,1900,2226.600329
80.0,1900,2231.20523
80.0,1900,2235.831547
80.0,1900,2240.403186
125.0,2016,2288.305655
215.0,2316,2294.220821
105.0,1858,2298.73576
170.0,2722,2305.195286
170.0,2722,2311.638634
170.0,2722,2318.114846
170.0,2722,2324.620577
405.0,2680,2374.480845
420.0,3266,2382.581724
375.0,2536,2388.73597
375.0,2536,2394.789416
375.0,2536,2401.006296
375.0,2536,2407.188478
160.0,1786,2456.705403
110.0,1186,2459.781924
80.0,1162,2462.766347
175.0,1846,2510.962152
40.0,1040,2513.904541
40.0,1040,2516.534437
40.0,1040,2519.069419
40.0,1040,2521.557748
500.0,3128,2529.737961
140.0,2240,2579.171227
175.0,2302,2585.185963
175.0,2302,2590.854731
175.0,2302,2596.584787
175.0,2302,2602.383278
30.0,988,2604.974341
450.0,3410,2656.269003
35.0,1130,2659.102481
485.0,3342,2667.662824
485.0,3342,2675.766378
485.0,3342,2683.834128
485.0,3342,2691.835719
45.0,996,2694.568104
210.0,2164,2742.038694
110.0,1984,2746.996189
125.0,1620,2750.97038
125.0,1620,2754.966457
125.0,1620,2758.887712
125.0,1620,2763.096153
155.0,1632,2811.702309
140.0,2742,2819.949905
125.0,1432,2870.266019
80.0,1120,2873.042926
80.0,1120,2875.686464
80.0,1120,2878.425874
80.0,1120,2881.229449
170.0,1946,2886.287429
105.0,1246,2889.547895
180.0,2448,2937.780561
40.0,1086,2940.486927
40.0,1086,2943.096391
40.0,1086,2945.624559
40.0,1086,2948.233985
190.0,1890,2953.288724
310.0,3292,3003.617287
80.0,1108,3006.398536
80.0,1108,3009.045939
80.0,1108,3011.785883
80.0,1108,3014.471526
105.0,1444,3018.184495
265.0,2508,3066.55345
300.0,3852,3075.923969
105.0,1062,3078.478156
105.0,1062,3081.005316
105.0,1062,3083.71447
105.0,1062,3086.202496
50.0,1084,3088.970192
285.0,3542,3143.488854
55.0,1034,3145.952364
80.0,1150,3148.803982
80.0,1150,3151.62798
80.0,1150,3154.433562
80.0,1150,3157.121772
270.0,2612,3205.620947
30.0,1182,3208.563257
260.0,2964,3257.868024
85.0,1924,3262.486888
85.0,1924,3267.691245
85.0,1924,3272.351266
85.0,1924,3277.119526
90.0,1886,3281.982108
215.0,2518,3330.41442
345.0,3524,3338.971454
40.0,1182,3341.866388
40.0,1182,3344.763845
40.0,1182,3347.617205
40.0,1182,3350.438958
130.0,1578,3354.598778
350.0,3116,3405.017243
75.0,1166,3407.863394
95.0,1926,3412.572066
95.0,1926,3417.250763
95.0,1926,3421.863178
95.0,1926,3426.536617
365.0,2850,3475.969601
150.0,2006,3481.058936
420.0,2824,3488.020034
335.0,3164,3495.7629
335.0,3164,3503.481883
335.0,3164,3511.063079
335.0,3164,3518.512862
345.0,2410,3566.718841
145.0,1926,3571.553105
430.0,2040,3619.384185
145.0,1868,3624.071381
145.0,1868,3628.733058
145.0,1868,3633.387245
145.0,1868,3637.997016
150.0,2000,3643.2522
145.0,1632,3647.615129
395.0,2882,3696.654232
170.0,1538,3700.309615
170.0,1538,3704.002014
170.0,1538,3707.73734
170.0,1538,3711.421773
90.0,1102,3714.285106
245.0,1992,3760.763088
130.0,1480,3764.482306
310.0,3412,3772.693939
215.0,1848,3777.074536
215.0,1848,3781.572092
215.0,1848,3785.978763
215.0,1848,3790.443227
255.0,2740,3841.017199
135.0,2094,3846.405724
430.0,3391,3854.853003
240.0,2724,3861.766209
240.0,2724,3868.785193
240.0,2724,3875.70113
240.0,2724,3882.298914
155.0,1868,3930.268524
110.0,2134,3935.80534
210.0,2146,3941.117932
110.0,2044,3946.101031
110.0,2044,3951.165413
110.0,2044,3956.338047
110.0,2044,3961.43831
75.0,1018,4007.068024
225.0,2440,4013.337844
290.0,2768,4063.753684
245.0,2402,4069.501758
245.0,2402,4075.322791
245.0,2402,4081.013185
245.0,2402,4086.679831
125.0,1984,4091.650924
225.0,2586,4140.466298
255.0,3006,4148.012239
140.0,2014,4152.915716
140.0,2014,4157.901978
140.0,2014,4163.05549
140.0,2014,4168.054034
425.0,2878,4219.24854
180.0,2010,4224.343351
60.0,1544,4228.475224
285.0,2844,4235.663079
285.0,2844,4242.429645
285.0,2844,4249.237
285.0,2844,4256.030658
145.0,2032,4303.656553
200.0,2336,4309.605457
170.0,2090,4314.830359
185.0,2474,4320.787072
185.0,2474,4326.819942
185.0,2474,4332.726923
185.0,2474,4338.63816
285.0,2676,4387.480494
290.0,2716,4436.305575
80.0,1032,4438.754661
80.0,1032,4441.221113
80.0,1032,4443.788716
80.0,1032,4446.361732
155.0,2478,4452.821
125.0,1948,4501.695938
660.0,4732,4512.061287
660.0,4732,4522.111622
660.0,4732,4532.077924
660.0,4732,4542.023987
660.0,4732,4552.044467
660.0,4732,4562.000384
660.0,4732,4571.988678
660.0,4732,4581.989178
660.0,4732,4591.950966
