#{"t_start": 1686259141.9725118, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
340.0,2784,1996.038674
340.0,2784,2002.687839
340.0,2784,2009.376531
340.0,2784,2016.090792
340.0,2784,2022.707907
165.0,2624,2051.473701
175.0,2064,2078.138404
60.0,1298,2081.219332
180.0,1978,2085.945105
180.0,1978,2090.621156
180.0,1978,2095.302365
180.0,1978,2100.057342
75.0,1848,2126.149524
25.0,1550,2151.754137
85.0,1394,2177.261467
85.0,1584,2181.128879
285.0,3088,2188.705788
285.0,3088,2196.161791
285.0,3088,2203.570942
285.0,3088,2210.860424
135.0,1912,2237.72466
65.0,1580,2241.50864
125.0,1586,2267.69451
240.0,2764,2274.913368
240.0,2764,2282.896687
240.0,2764,2290.691686
240.0,2764,2298.238145
240.0,2764,2305.786436
50.0,1318,2330.953734
90.0,1532,2334.977469
255.0,2272,2384.248627
150.0,1808,2388.774925
150.0,1808,2393.205636
150.0,1808,2397.621248
150.0,1808,2402.091634
130.0,1922,2407.072783
85.0,1426,2432.829067
35.0,1156,2458.279447
250.0,3254,2466.556914
130.0,1584,2470.607353
130.0,1584,2475.177653
130.0,1584,2479.023943
130.0,1584,2482.976851
20.0,1538,2509.523753
120.0,2078,2537.255995
260.0,3714,2546.577233
140.0,1962,2551.417795
140.0,1962,2556.183832
140.0,1962,2561.093064
140.0,1962,2566.484674
55.0,1466,2592.947461
145.0,1910,2619.823951
60.0,1654,2645.771359
130.0,1546,2649.396721
130.0,1546,2653.058983
130.0,1546,2656.755497
130.0,1546,2660.50387
130.0,1546,2664.392833
65.0,1696,2692.362377
60.0,1706,2697.148693
180.0,2052,2726.561802
225.0,1978,2731.459049
225.0,1978,2736.278372
225.0,1978,2741.172013
225.0,1978,2746.206856
235.0,2174,2773.812
155.0,1780,2800.567489
105.0,2076,2827.377931
70.0,1546,2831.085016
70.0,1546,2834.797749
70.0,1546,2838.543863
70.0,1546,2842.205423
85.0,1338,2845.64708
230.0,2022,2872.371782
120.0,2100,2899.401412
55.0,1112,2902.07778
55.0,1112,2904.751481
55.0,1112,2907.373842
55.0,1112,2909.967173
165.0,2038,2936.792211
160.0,1730,2962.68729
245.0,3100,2992.036411
100.0,1414,2995.480978
100.0,1414,2998.888833
100.0,1414,3002.28676
100.0,1414,3005.652892
140.0,1870,3031.97718
55.0,1756,3036.473165
210.0,2286,3063.779086
260.0,2592,3069.935441
260.0,2592,3076.208361
260.0,2592,3082.487353
260.0,2592,3088.624448
125.0,1486,3113.938308
115.0,2448,3141.761238
65.0,1086,3144.477248
140.0,1798,3170.623457
140.0,1798,3175.153517
140.0,1798,3179.621971
140.0,1798,3183.949312
140.0,1798,3188.342679
185.0,1960,3193.537839
130.0,1684,3219.498462
40.0,1570,3245.035804
60.0,1076,3247.669189
60.0,1076,3250.315849
60.0,1076,3252.85633
60.0,1076,3255.405551
185.0,1850,3281.654804
220.0,2090,3308.60021
325.0,3362,3316.749774
270.0,2458,3322.82381
270.0,2458,3328.718073
270.0,2458,3334.604187
270.0,2458,3340.590643
125.0,1394,3365.655385
35.0,1626,3391.686951
25.0,1486,3417.476311
20.0,1240,3420.593826
125.0,2058,3425.542249
125.0,2058,3430.614203
125.0,2058,3435.59332
125.0,2058,3440.673739
30.0,1032,3443.30644
95.0,2118,3470.737041
105.0,2490,3498.221103
185.0,2002,3503.081249
185.0,2002,3507.924005
185.0,2002,3512.777514
185.0,2002,3517.52068
70.0,1558,3543.16279
175.0,2250,3570.076173
200.0,2048,3596.492702
95.0,2116,3601.702277
95.0,2116,3606.72266
95.0,2116,3611.814028
95.0,2116,3616.860246
170.0,2600,3645.037161
175.0,2366,3672.656735
165.0,1840,3677.237638
165.0,1840,3681.643569
165.0,1840,3686.006326
165.0,1840,3690.455565
165.0,1840,3694.808563
140.0,2050,3721.888919
330.0,2806,3751.129215
230.0,2472,3779.710346
105.0,1570,3783.543909
105.0,1570,3787.423029
105.0,1570,3791.243677
105.0,1570,3795.149946
185.0,2838,3824.548078
605.0,2918,3853.140092
130.0,1632,3857.129396
130.0,1632,3861.111836
130.0,1632,3864.947651
130.0,1632,3868.798006
80.0,1536,3894.049136
155.0,2030,3920.339347
445.0,2522,3926.552306
120.0,1852,3930.995178
120.0,1852,3935.36358
120.0,1852,3939.811654
120.0,1852,3944.321
115.0,1350,3969.194055
180.0,2246,3996.139466
65.0,1330,4020.816053
265.0,3524,4029.217081
105.0,1506,4032.761739
105.0,1506,4036.292101
105.0,1506,4039.797101
105.0,1506,4043.318252
240.0,3584,4094.705701
155.0,1936,4099.535983
395.0,3066,4106.825488
395.0,3066,4114.244823
395.0,3066,4121.612926
395.0,3066,4129.005346
160.0,2192,4157.01226
155.0,2030,4183.923577
125.0,1480,4208.99483
155.0,1694,4213.05387
155.0,1694,4217.10773
155.0,1694,4221.155524
155.0,1694,4225.33496
410.0,2420,4252.912812
55.0,1176,4277.052804
30.0,954,4279.388827
150.0,2096,4284.454163
40.0,1150,4287.231894
40.0,1150,4289.975082
40.0,1150,4292.644063
40.0,1150,4295.409217
400.0,3046,4345.952902
130.0,1882,4372.129912
20.0,1072,4374.617419
20.0,1072,4377.201695
20.0,1072,4379.768703
20.0,1072,4382.225695
20.0,1072,4384.815694
80.0,1044,4387.498755
160.0,2728,4437.654336
380.0,3592,4446.362713
30.0,1382,4449.691285
30.0,1382,4453.002171
30.0,1382,4456.272217
30.0,1382,4459.642555
195.0,1590,4484.962497
170.0,2064,4511.1914
210.0,2542,4538.691664
370.0,3136,4546.260655
370.0,3136,4553.834955
370.0,3136,4561.321493
370.0,3136,4569.29232
225.0,1988,4595.705724
30.0,1276,4598.442731
30.0,1276,4601.133887
30.0,1276,4603.890917
30.0,1276,4606.582126
30.0,1276,4609.293664
30.0,1276,4611.957091
30.0,1276,4614.57951
30.0,1276,4617.226113
30.0,1276,4619.977364
