#{"t_start": 1686491662.4332237, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
325.0,4090,1051.489811
260.0,3092,1099.519963
255.0,2568,1101.637325
225.0,2628,1103.768427
110.0,1976,1105.412231
210.0,2440,1107.473329
80.0,1180,1108.406328
120.0,1964,1109.978088
120.0,1964,1111.533111
155.0,2366,1113.639697
155.0,2366,1115.470675
240.0,2634,1117.670766
155.0,2122,1119.393048
110.0,1900,1166.782848
110.0,2132,1169.067747
110.0,1890,1171.484076
110.0,1922,1174.994798
135.0,2168,1177.518845
425.0,4783,1182.094751
245.0,2842,1184.751418
565.0,4152,1188.23689
110.0,1972,1189.78398
110.0,1426,1190.822174
565.0,4152,1194.196025
390.0,3974,1238.1473
155.0,2386,1240.101326
490.0,2828,1242.561733
180.0,2404,1244.683938
290.0,3054,1247.228654
105.0,1844,1249.196176
180.0,2660,1294.120347
315.0,4144,1298.050051
75.0,1348,1299.362901
75.0,1348,1300.532335
215.0,2526,1302.708994
75.0,1348,1304.037312
105.0,2084,1306.996006
105.0,1578,1308.406169
165.0,2414,1310.643311
315.0,2854,1313.621355
210.0,2522,1315.921435
485.0,3336,1319.521863
210.0,2366,1367.478637
240.0,2846,1370.005468
120.0,1954,1371.900182
210.0,2574,1374.618807
210.0,2574,1377.803679
180.0,2416,1380.3507
175.0,2072,1382.048704
180.0,2438,1384.070259
210.0,2418,1386.215993
110.0,1974,1388.262594
155.0,2350,1390.705346
210.0,2478,1440.711552
55.0,1064,1441.581742
305.0,3168,1444.18345
240.0,2706,1446.451451
410.0,2390,1448.415638
230.0,3348,1451.118295
185.0,2666,1453.833093
185.0,2666,1456.050094
75.0,1418,1457.289405
110.0,1922,1459.248354
215.0,2652,1462.148533
260.0,2856,1464.560009
75.0,1192,1509.99922
110.0,1370,1511.333526
495.0,3210,1514.768372
210.0,2402,1516.88166
215.0,2656,1519.760375
300.0,2796,1522.654218
180.0,2398,1525.129684
315.0,3902,1528.500343
185.0,2908,1531.078624
315.0,3902,1534.305799
135.0,2372,1536.478837
210.0,2408,1581.603274
105.0,1938,1583.182771
410.0,2550,1585.263146
265.0,2964,1587.706518
390.0,4354,1592.236358
155.0,1946,1594.784623
255.0,2594,1597.048448
210.0,2472,1599.448402
185.0,2480,1601.606403
185.0,2480,1603.478648
185.0,2480,1605.539667
140.0,2146,1654.019149
105.0,1528,1655.481224
460.0,2952,1658.195232
225.0,2540,1660.361279
195.0,2510,1662.578861
120.0,1518,1664.120946
155.0,1928,1665.984565
395.0,4128,1711.239826
210.0,2396,1713.31688
380.0,2360,1715.226615
290.0,3024,1717.627278
380.0,2360,1719.538284
290.0,3024,1721.981867
180.0,2534,1724.121395
155.0,2386,1726.105392
155.0,2510,1728.232743
180.0,2350,1730.208518
180.0,1962,1731.83504
320.0,3138,1776.171846
260.0,2870,1778.585229
65.0,1224,1779.611726
110.0,1472,1780.854396
135.0,2376,1782.768781
135.0,2376,1784.70103
180.0,2620,1786.769315
410.0,4873,1790.66517
330.0,3920,1793.822552
70.0,1398,1795.021935
80.0,1370,1796.155954
215.0,2534,1798.234959
120.0,2008,1800.019699
260.0,2916,1843.821499
115.0,2152,1845.630805
295.0,3810,1848.776945
75.0,1264,1849.880347
125.0,2358,1851.81367
240.0,2896,1854.164057
240.0,2874,1856.463051
315.0,4004,1859.61916
315.0,4004,1862.837107
355.0,2366,1864.727078
155.0,2446,1866.852853
465.0,2932,1869.574446
365.0,4434,1918.49462
460.0,2980,1921.329388
335.0,2536,1923.643114
895.0,4806,1928.33774
195.0,2636,1930.619617
210.0,2514,1932.619612
470.0,2942,1935.016964
210.0,2514,1937.04845
470.0,2942,1939.492456
255.0,2940,1983.991352
575.0,4250,1987.463184
165.0,2382,1989.422665
460.0,2946,1991.777139
365.0,3826,1994.93246
395.0,2908,2038.9676
185.0,2496,2041.029616
315.0,3774,2044.0792
245.0,3376,2046.758205
245.0,3376,2049.430227
315.0,3774,2052.504793
240.0,2998,2055.001312
370.0,2852,2057.389402
195.0,2610,2059.522519
430.0,3246,2062.246869
590.0,4422,2107.368304
260.0,2920,2109.880745
250.0,2904,2112.203665
595.0,4394,2115.78283
190.0,2468,2117.769272
180.0,2668,2119.865716
595.0,4394,2123.351148
755.0,3998,2126.899539
185.0,2484,2129.187083
120.0,2324,2131.149952
55.0,1216,2132.172938
155.0,2344,2175.851625
265.0,2880,2178.271332
210.0,2504,2180.331763
215.0,2514,2182.410848
590.0,3998,2185.638536
120.0,2338,2187.539801
120.0,2338,2189.401091
590.0,3998,2192.594612
120.0,2338,2194.538829
410.0,2488,2196.596336
315.0,3790,2199.847378
470.0,4352,2245.333282
440.0,2820,2247.695507
125.0,1892,2249.259908
210.0,2432,2251.251996
720.0,4184,2254.697921
210.0,2602,2256.822523
180.0,2526,2258.879653
180.0,2526,2260.931653
210.0,2602,2263.09442
315.0,2884,2265.55687
165.0,2560,2309.582512
315.0,3046,2312.027981
180.0,2406,2314.166325
225.0,2878,2316.584671
270.0,2658,2318.751083
210.0,2638,2320.954977
250.0,2938,2323.29483
385.0,3052,2325.754093
185.0,2894,2328.049737
155.0,2504,2330.103074
155.0,2504,2332.287111
425.0,2532,2375.923637
90.0,1646,2377.287657
530.0,4374,2380.857413
485.0,2782,2383.153078
180.0,2518,2385.248096
210.0,2370,2387.186079
420.0,4372,2432.501134
485.0,3998,2435.611868
485.0,3998,2438.745538
290.0,4304,2442.133132
345.0,3944,2445.134999
575.0,4206,2448.616707
485.0,2798,2450.891892
105.0,1268,2451.919036
290.0,2858,2454.212011
75.0,1908,2455.747198
135.0,2350,2498.116076
215.0,2436,2500.11719
570.0,4196,2503.425071
370.0,2900,2505.652255
370.0,2900,2507.920867
515.0,3988,2511.029462
255.0,3212,2513.746842
260.0,2898,2516.184575
210.0,2460,2518.219407
195.0,2630,2520.330591
575.0,4324,2563.735615
120.0,1468,2565.014029
510.0,3108,2567.799399
80.0,1150,2568.73442
590.0,4160,2572.050343
520.0,4082,2575.215341
555.0,4160,2578.406907
555.0,4160,2581.612577
285.0,3406,2584.223277
135.0,2392,2586.238782
270.0,2844,2588.517762
330.0,4080,2632.424012
100.0,1526,2633.783622
345.0,2736,2635.965918
410.0,2452,2638.052917
215.0,2480,2640.113869
230.0,3074,2642.797476
690.0,4520,2646.824173
135.0,2636,2648.911513
365.0,3914,2652.472086
135.0,2636,2654.788678
250.0,2628,2657.146177
470.0,2906,2708.435152
390.0,4006,2713.762437
215.0,2492,2715.956347
60.0,1176,2717.178089
90.0,1184,2718.571242
275.0,3208,2722.300252
240.0,2678,2769.448419
820.0,4340,2773.273945
285.0,3848,2776.871331
820.0,4340,2780.538835
255.0,3116,2783.235409
285.0,3848,2786.536391
540.0,2806,2788.963796
505.0,4122,2792.687622
275.0,3074,2795.220757
265.0,2838,2797.850151
550.0,4098,2845.794028
280.0,2872,2848.123496
180.0,2064,2849.786265
480.0,3114,2852.43933
405.0,4102,2855.664257
285.0,3180,2858.181664
240.0,2986,2860.53399
255.0,3054,2863.102862
185.0,2638,2865.311522
215.0,2462,2867.501879
315.0,2656,2870.763475
465.0,4596,2923.267767
180.0,2158,2925.418778
470.0,2978,2928.02765
390.0,4048,2932.031183
695.0,3860,2935.385917
275.0,2754,2937.604931
390.0,4048,2940.902709
215.0,2866,2943.544589
260.0,2844,2945.677591
80.0,1168,2947.283669
505.0,3282,3015.979935
285.0,2804,3018.627712
630.0,4266,3029.469968
225.0,2444,3035.03588
385.0,2492,3040.035102
620.0,4112,3045.303444
205.0,2802,3048.3716
155.0,2372,3050.233673
80.0,1226,3051.237156
315.0,4162,3055.285514
465.0,3032,3100.637609
245.0,2978,3103.191777
210.0,2838,3105.555794
210.0,2492,3107.72738
635.0,4478,3111.397432
420.0,4376,3114.786359
515.0,4470,3118.502119
285.0,2916,3121.2889
345.0,3212,3124.066374
345.0,3212,3126.479521
290.0,2932,3170.280967
300.0,2910,3172.813811
420.0,4158,3178.288049
290.0,2910,3181.255655
130.0,1884,3182.846025
180.0,2362,3184.817987
325.0,4100,3231.394896
585.0,6016,3236.004242
585.0,6016,3240.582824
415.0,4300,3243.983494
210.0,4236,3247.296655
520.0,4162,3250.732633
645.0,4384,3254.255112
260.0,2848,3256.616852
290.0,2946,3318.445855
415.0,2704,3321.941795
275.0,3090,3325.441943
265.0,2890,3327.806886
435.0,4160,3331.114378
435.0,4160,3334.300691
185.0,2190,3335.984692
435.0,4160,3339.364142
290.0,3028,3342.013295
590.0,4334,3346.735028
375.0,4212,3395.656708
665.0,4586,3401.399358
135.0,2380,3403.536078
330.0,3284,3406.394569
210.0,2986,3410.139352
360.0,3314,3413.402743
290.0,3346,3416.224731
460.0,4466,3420.064773
490.0,3050,3422.839279
520.0,4514,3486.651399
330.0,3304,3490.048655
210.0,2334,3493.099842
325.0,3464,3497.038448
215.0,2714,3501.571532
620.0,4288,3506.044997
345.0,3258,3510.01434
365.0,3790,3513.320938
265.0,3008,3518.287884
345.0,3258,3522.673126
215.0,2524,3525.77266
330.0,2890,3572.483232
595.0,4414,3579.277081
210.0,2506,3582.348656
475.0,4608,3586.527011
210.0,2404,3588.619416
445.0,4444,3633.76155
620.0,4829,3637.882557
270.0,2758,3640.082704
620.0,4829,3643.877697
310.0,2796,3646.246246
420.0,4324,3649.783427
180.0,1854,3651.352584
425.0,4488,3655.009367
365.0,4572,3658.743762
210.0,2276,3702.365201
570.0,4330,3705.967449
290.0,2748,3708.196449
425.0,4460,3712.076069
500.0,3852,3715.402949
290.0,2748,3717.928532
210.0,2924,3720.689052
300.0,2972,3723.20916
265.0,2858,3726.069853
620.0,4272,3775.796074
870.0,4919,3780.195522
240.0,2860,3783.023201
100.0,1116,3784.478124
540.0,5450,3789.277889
100.0,1116,3790.238889
100.0,1116,3791.085887
290.0,3044,3793.646306
625.0,4456,3797.455877
245.0,1986,3844.827387
595.0,4424,3849.183104
420.0,4270,3853.387866
275.0,2692,3856.250036
400.0,3976,3860.225581
400.0,3976,3864.083127
420.0,4552,3868.620675
515.0,3886,3873.116881
410.0,2464,3875.449071
215.0,2886,3921.230277
210.0,2182,3923.000664
390.0,3196,3926.214385
320.0,3084,3929.602683
80.0,1198,3931.573616
490.0,3318,3936.27017
265.0,2956,3939.953913
210.0,2500,3942.682729
210.0,2500,3944.62321
300.0,2952,3946.952595
515.0,3926,3950.778161
595.0,4498,4008.305027
660.0,4336,4012.619283
290.0,2832,4016.253476
390.0,4046,4020.95224
420.0,4428,4076.300913
420.0,4142,4079.772734
345.0,2978,4082.380082
345.0,2978,4084.92551
635.0,5110,4089.165886
635.0,5110,4093.49729
420.0,4356,4097.295043
335.0,4180,4101.020262
405.0,4038,4105.147927
535.0,3808,4151.090643
420.0,4248,4154.677795
420.0,4852,4158.962946
390.0,4156,4162.872277
390.0,4156,4166.202934
390.0,4156,4169.685607
360.0,3358,4172.64732
670.0,4306,4176.147314
380.0,4000,4221.461715
400.0,4334,4225.28707
135.0,1468,4226.469148
210.0,2384,4228.553436
315.0,3238,4231.315828
240.0,2884,4233.898648
675.0,4582,4237.41079
270.0,2874,4239.676382
270.0,2792,4242.375533
425.0,4150,4247.225099
210.0,2122,4249.703532
450.0,4424,4298.782736
510.0,4644,4302.949844
265.0,2942,4305.582625
345.0,3338,4308.534
425.0,4768,4312.599539
240.0,2900,4315.244574
240.0,2900,4317.772522
330.0,3350,4320.571651
335.0,2926,4323.434118
345.0,4026,4370.701047
365.0,4246,4374.494751
260.0,2894,4376.959819
210.0,2086,4378.657954
260.0,2904,4381.710221
425.0,4476,4433.388021
215.0,2608,4435.440007
285.0,2912,4437.764829
305.0,2774,4440.11648
240.0,4236,4443.356714
330.0,3966,4446.877529
500.0,4312,4450.412324
810.0,5132,4454.504804
590.0,4144,4500.120636
180.0,2274,4502.039028
225.0,2622,4504.23572
605.0,4378,4507.84186
265.0,2998,4510.924482
275.0,3238,4513.501181
265.0,2998,4515.952008
400.0,4624,4519.822823
405.0,4104,4523.338264
495.0,2852,4526.40882
635.0,4260,4573.368203
390.0,4404,4577.513483
620.0,4440,4581.337164
620.0,4440,4585.10006
210.0,2394,4587.671968
320.0,3172,4590.302691
620.0,4440,4594.088224
585.0,4200,4597.858554
465.0,3068,4600.498001
360.0,2980,4645.450247
180.0,1516,4646.746853
420.0,4288,4650.601343
390.0,4266,4654.503032
275.0,3068,4656.934489
275.0,3068,4659.554237
680.0,5089,4663.705295
680.0,5089,4667.827263
530.0,3212,4670.808491
285.0,2814,4715.755858
395.0,4626,4720.453556
545.0,2980,4722.968558
620.0,4440,4726.566226
105.0,1498,4727.836803
420.0,4755,4731.974306
335.0,3242,4734.568606
440.0,4430,4738.966905
365.0,3368,4741.568148
335.0,3242,4744.134466
210.0,2424,4788.82314
470.0,2592,4790.997724
80.0,1166,4791.920158
375.0,4150,4795.515422
210.0,2430,4797.962362
390.0,4096,4801.667219
300.0,3176,4849.452776
370.0,4502,4852.938364
655.0,4222,4856.873466
470.0,4686,4862.989022
470.0,4686,4866.778576
655.0,4222,4870.174316
210.0,2048,4871.923615
510.0,4642,4875.596637
335.0,3872,4878.838043
260.0,2824,4881.184431
410.0,3318,4925.029102
385.0,4660,4928.582635
275.0,2806,4930.727642
255.0,3024,4933.118093
130.0,1524,4934.238383
275.0,2806,4936.402047
155.0,1484,4937.649329
620.0,4202,4940.928139
105.0,1186,4941.857645
210.0,2072,4943.483759
285.0,2866,4986.119832
35.0,1160,4987.052173
180.0,2012,4988.608417
310.0,3206,4991.112546
210.0,2632,4993.235204
500.0,5472,4997.393379
500.0,5472,5001.539735
240.0,2846,5003.732221
500.0,5472,5007.885946
285.0,2684,5010.006141
875.0,4702,5054.751794
320.0,2688,5056.875266
285.0,2666,5059.011265
330.0,4088,5062.412833
335.0,2781,5064.647278
250.0,3000,5066.918317
270.0,2914,5069.178834
310.0,4098,5072.286411
285.0,3084,5074.602046
285.0,3084,5077.254724
265.0,2946,5080.837899
335.0,3008,5132.508948
590.0,4364,5136.178481
360.0,2814,5138.520257
545.0,4236,5142.364303
100.0,1136,5143.271303
365.0,3004,5186.897598
730.0,4620,5190.554163
730.0,4620,5194.173813
245.0,3194,5196.73882
470.0,4414,5200.264504
685.0,4604,5204.204791
450.0,4760,5208.087739
435.0,4274,5211.604668
265.0,2532,5213.716779
215.0,2560,5256.949314
390.0,4172,5260.212724
580.0,5976,5264.878058
270.0,2848,5267.078404
270.0,2848,5269.269774
580.0,6400,5274.20044
575.0,4028,5277.48766
420.0,4152,5280.820661
385.0,4250,5284.249745
425.0,4926,5329.06754
590.0,4328,5332.510486
350.0,3194,5334.994581
350.0,3194,5337.5216
495.0,4742,5341.137501
650.0,4568,5344.654971
285.0,3702,5347.648786
540.0,5642,5393.344872
265.0,2662,5395.588288
210.0,2576,5397.691415
980.0,5314,5401.937185
430.0,3204,5404.431647
915.0,4514,5407.965363
670.0,4404,5411.317207
915.0,4514,5414.705016
915.0,4514,5418.6374
390.0,4108,5422.23958
570.0,4090,5470.890421
280.0,3136,5473.426734
505.0,4618,5477.207404
325.0,2866,5479.486407
680.0,4224,5482.745754
275.0,3064,5485.056838
720.0,4698,5488.603313
275.0,3064,5490.917127
515.0,4524,5494.342427
80.0,1142,5495.299731
330.0,3138,5539.121212
225.0,2804,5541.389191
470.0,4524,5545.018558
320.0,3092,5547.620703
450.0,4288,5592.751777
415.0,4456,5596.2356
475.0,4420,5599.668824
475.0,4420,5603.100828
470.0,4312,5606.489228
470.0,4312,5609.969332
360.0,2854,5612.356953
290.0,2858,5614.693118
390.0,3038,5617.105798
445.0,3040,5619.678223
135.0,1512,5620.954413
90.0,1228,5621.924701
890.0,4394,5680.357662
340.0,2186,5682.273817
450.0,4905,5686.785397
605.0,5812,5691.416817
395.0,3326,5694.268451
620.0,4234,5698.205863
650.0,4897,5703.140529
180.0,2286,5705.11822
650.0,4518,5753.234254
135.0,1660,5754.689673
445.0,4662,5758.465674
245.0,2758,5760.883972
625.0,4904,5764.707712
865.0,5350,5768.895133
865.0,5350,5773.34971
590.0,4182,5776.914349
590.0,4396,5780.734734
300.0,2936,5826.603089
355.0,4424,5830.330116
620.0,4224,5833.888481
390.0,4090,5837.213876
540.0,3960,5840.338102
635.0,4272,5844.071936
475.0,4572,5848.500011
510.0,4452,5852.754764
635.0,4272,5856.720854
590.0,4144,5908.870255
310.0,2978,5911.538857
365.0,3306,5914.512312
305.0,2806,5917.089949
285.0,2710,5919.431167
410.0,2662,5921.69805
450.0,3358,5968.132901
955.0,4572,5972.089906
670.0,4362,5975.70276
450.0,4414,5979.366088
955.0,4572,5983.338157
390.0,4144,5986.882812
515.0,2636,5989.130647
565.0,2936,5991.548137
95.0,2080,5993.269523
360.0,2966,5995.739967
275.0,2850,6041.274339
355.0,3082,6044.341896
620.0,4180,6047.834246
620.0,4180,6051.072421
365.0,4034,6054.296757
365.0,4034,6057.871735
450.0,4444,6062.001155
670.0,4436,6066.061811
420.0,4310,6113.988256
620.0,4396,6118.035511
530.0,4448,6121.987112
390.0,3954,6128.186679
390.0,3954,6133.167861
470.0,4978,6139.614895
390.0,3954,6144.665427
670.0,4468,6149.003605
470.0,4294,6154.263778
390.0,4196,6216.488014
560.0,2760,6221.337728
285.0,2888,6226.539127
315.0,3144,6231.603142
335.0,3230,6236.357178
590.0,4433,6245.366464
480.0,4340,6256.243941
480.0,4340,6265.55631
465.0,2932,6270.35654
475.0,3016,6321.807605
510.0,2882,6324.011894
390.0,4106,6327.741094
315.0,2638,6330.67434
570.0,4006,6334.365054
90.0,1162,6335.345406
855.0,6078,6340.205448
315.0,3324,6342.954949
600.0,5318,6347.706299
315.0,3324,6350.351304
590.0,4276,6399.866246
485.0,3222,6403.253253
210.0,2054,6404.928921
285.0,2884,6407.346519
775.0,4112,6410.772453
285.0,2692,6455.099834
735.0,5596,6459.485617
285.0,2812,6462.134756
285.0,2812,6464.767643
510.0,3138,6467.395551
510.0,3138,6469.831551
565.0,4048,6473.188201
365.0,2806,6475.450425
390.0,4174,6478.938435
365.0,3052,6481.375807
335.0,3666,6530.734647
405.0,3166,6533.336041
365.0,4190,6536.540264
650.0,4280,6540.449846
450.0,4920,6544.465464
650.0,4280,6548.564374
670.0,4348,6552.399349
275.0,2958,6554.939163
845.0,4252,6602.803083
280.0,2908,6605.820469
555.0,4508,6610.046856
390.0,4559,6613.865363
470.0,4350,6617.48743
470.0,4350,6621.751099
470.0,4350,6626.115755
470.0,4350,6629.981905
435.0,4338,6633.950624
235.0,2624,6636.220868
510.0,2976,6683.729599
390.0,4046,6687.463803
335.0,3946,6690.889884
300.0,2838,6693.954296
180.0,1786,6695.565303
450.0,3394,6698.787822
180.0,1786,6700.332892
180.0,1786,6701.81623
210.0,2398,6704.396673
595.0,4218,6750.966586
620.0,4198,6754.372188
390.0,4250,6757.828299
590.0,4236,6761.43128
500.0,4650,6764.987682
555.0,4012,6768.461209
555.0,4012,6772.147707
340.0,2856,6774.87887
710.0,5442,6780.753043
470.0,2830,6830.260931
445.0,4066,6834.063145
315.0,3052,6836.822923
315.0,3180,6839.639264
635.0,4460,6887.520639
380.0,3072,6890.301854
315.0,2738,6892.771446
445.0,4194,6896.098752
445.0,4194,6899.466122
455.0,4912,6903.36918
480.0,3018,6906.113134
550.0,4022,6909.574185
215.0,2554,6911.852879
80.0,1070,6912.697152
390.0,4134,6960.403105
225.0,2576,6963.070226
260.0,2658,6965.402065
435.0,4230,6968.758104
595.0,4726,6972.615364
595.0,4726,6976.487648
420.0,4148,6979.77021
420.0,4148,6983.264173
450.0,4310,6986.928003
465.0,4959,6991.010616
460.0,5232,7038.92975
650.0,4266,7042.368122
125.0,1772,7043.852579
390.0,4264,7047.297569
160.0,1722,7048.797739
370.0,4168,7052.472947
460.0,4310,7056.163425
80.0,1114,7057.03941
435.0,4548,7060.927407
620.0,4142,7109.004926
285.0,2680,7111.402428
300.0,2786,7114.066449
325.0,2998,7117.03806
390.0,3118,7119.772282
865.0,5138,7124.680749
670.0,4952,7128.529559
320.0,2794,7130.750576
670.0,4952,7134.618105
300.0,3044,7187.271268
465.0,2682,7190.646062
335.0,2962,7194.207183
295.0,2904,7196.631183
80.0,1498,7197.881597
500.0,3234,7201.053924
285.0,2732,7247.448039
665.0,4600,7251.465452
420.0,4208,7254.762947
490.0,3212,7257.329315
490.0,3212,7259.792012
420.0,4208,7262.983906
455.0,4340,7266.495395
285.0,2766,7268.709101
290.0,2796,7270.905397
110.0,1940,7272.539495
325.0,3172,7275.13183
345.0,3158,7323.651503
400.0,4930,7328.152832
285.0,2650,7330.410469
475.0,4368,7334.428337
285.0,2650,7336.966945
370.0,3876,7340.067991
210.0,2300,7342.181446
335.0,3984,7345.559269
605.0,4150,7349.147273
545.0,3132,7397.636821
365.0,4128,7401.439846
95.0,1116,7402.415373
300.0,2860,7405.037286
635.0,4232,7408.568949
270.0,2696,7410.830029
425.0,4266,7414.289753
375.0,4176,7417.587171
670.0,4368,7421.206344
270.0,2694,7423.67895
395.0,3714,7470.768947
135.0,2204,7472.529189
530.0,3238,7475.63279
450.0,3438,7478.896265
645.0,4246,7482.864083
265.0,2904,7485.14689
285.0,2748,7487.282177
955.0,6644,7492.457789
955.0,6644,7498.099604
285.0,2752,7500.633414
650.0,4708,7547.839569
265.0,3006,7550.64
365.0,3078,7553.578454
660.0,4318,7557.287586
260.0,2786,7559.679003
560.0,4420,7563.202771
420.0,4396,7566.64054
420.0,4396,7570.472014
420.0,4396,7574.130311
90.0,1478,7621.872435
345.0,3252,7625.184226
150.0,1994,7627.286861
440.0,2630,7629.58941
260.0,2886,7632.624083
405.0,4350,7636.635147
495.0,4550,7684.381579
825.0,4941,7688.485251
635.0,4486,7692.040923
635.0,4486,7695.772658
450.0,4688,7699.449169
675.0,4402,7703.204187
530.0,4094,7706.678507
420.0,4666,7710.832515
505.0,3016,7756.703607
365.0,2932,7759.335114
260.0,2782,7761.967249
515.0,3070,7764.32952
390.0,4456,7768.416221
515.0,3070,7771.67064
515.0,3070,7774.622487
240.0,2918,7777.455417
270.0,2804,7779.831421
520.0,3070,7782.531683
320.0,3208,7829.007051
390.0,4562,7833.79
285.0,2876,7837.58238
305.0,2804,7840.361906
300.0,2762,7842.706028
470.0,4776,7846.589326
300.0,2762,7848.784202
525.0,5448,7853.038821
560.0,4140,7856.439946
300.0,3842,7905.148138
390.0,2980,7909.034757
345.0,3920,7913.933654
410.0,2574,7916.30741
335.0,2852,7919.38443
695.0,4666,7923.407688
390.0,4162,7927.13954
345.0,2934,7929.698661
390.0,4162,7933.062658
510.0,4518,7977.764757
370.0,4078,7981.497386
770.0,4200,7984.892565
210.0,2860,7987.178794
140.0,1716,7988.61982
455.0,4482,8032.681126
420.0,4250,8036.252937
370.0,4562,8039.97897
365.0,4296,8043.41701
420.0,4250,8046.735827
590.0,4184,8050.200598
210.0,2282,8052.065159
210.0,2528,8054.118356
445.0,4462,8057.722882
275.0,2956,8102.016979
430.0,4278,8105.352993
315.0,2712,8107.407586
315.0,2712,8109.588947
655.0,6020,8114.222962
290.0,4170,8117.393287
715.0,5464,8121.769325
425.0,4482,8125.342048
350.0,3116,8168.517701
325.0,2794,8170.78091
375.0,2868,8173.035844
530.0,4162,8176.417997
650.0,4406,8179.801447
650.0,4406,8183.173629
650.0,4436,8186.537558
650.0,4436,8189.883179
310.0,3050,8192.314103
470.0,4452,8195.962195
515.0,4686,8241.631386
590.0,4190,8244.946734
215.0,2544,8246.956515
535.0,2912,8249.239309
465.0,2790,8251.368946
495.0,2834,8253.588221
465.0,2876,8255.879875
465.0,2876,8258.18495
620.0,4146,8261.488452
210.0,2136,8304.449239
260.0,2958,8306.836751
335.0,3090,8309.320668
210.0,2430,8311.256571
520.0,4586,8314.914875
610.0,3166,8317.771986
285.0,2836,8320.045398
285.0,2836,8322.201804
330.0,3020,8324.518404
300.0,2902,8326.807113
210.0,2152,8369.362946
305.0,3194,8371.919678
