#{"t_start": 1686243434.223296, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
125.0,2026,2290.974862
35.0,1482,2294.326543
35.0,1482,2297.702553
35.0,1482,2301.081791
35.0,1482,2304.459892
110.0,1382,2328.961612
220.0,2494,2355.709591
210.0,2432,2361.36193
225.0,3012,2368.22563
225.0,3012,2375.239409
225.0,3012,2382.093229
225.0,3012,2389.014845
135.0,2090,2415.112659
105.0,2076,2440.916763
65.0,1504,2467.306143
160.0,1980,2472.411754
160.0,1980,2477.531594
160.0,1980,2482.759616
160.0,1980,2487.762499
150.0,1232,2491.276011
305.0,3252,2541.343873
240.0,3138,2548.555396
65.0,1842,2552.783766
65.0,1842,2556.974667
65.0,1842,2561.180295
65.0,1842,2565.325411
115.0,2106,2591.06487
195.0,2360,2617.189157
95.0,1728,2642.047846
195.0,3416,2649.868342
195.0,3416,2657.835359
195.0,3416,2665.67968
195.0,3416,2673.551945
205.0,2142,2699.431197
160.0,1666,2723.976474
95.0,1568,2727.621938
180.0,2864,2734.281933
180.0,2864,2741.101563
180.0,2864,2747.705935
180.0,2864,2754.342481
205.0,1906,2779.676302
115.0,1900,2805.246724
125.0,1750,2830.057088
415.0,3212,2837.382243
415.0,3212,2844.801675
415.0,3212,2852.180094
415.0,3212,2859.634309
20.0,1310,2862.886307
35.0,1298,2886.448267
100.0,992,2888.716739
230.0,2764,2916.005541
435.0,3942,2924.931727
435.0,3942,2934.034746
435.0,3942,2943.100462
435.0,3942,2951.994833
100.0,1880,2977.325108
185.0,2330,3003.446698
305.0,2326,3029.307251
155.0,3326,3036.923196
155.0,3326,3046.179638
155.0,3326,3054.515307
155.0,3326,3062.077431
70.0,2078,3087.610294
155.0,2040,3092.407007
90.0,1870,3117.36033
135.0,1984,3121.819479
135.0,1984,3126.38632
135.0,1984,3131.1328
135.0,1984,3135.630091
95.0,1538,3160.138639
140.0,2008,3185.200969
40.0,1492,3188.701708
160.0,1986,3193.23232
160.0,1986,3197.691509
160.0,1986,3202.248751
160.0,1986,3206.770704
160.0,1986,3211.306651
215.0,2366,3257.830519
205.0,1954,3262.506771
40.0,1120,3285.463699
75.0,1844,3289.605231
75.0,1844,3293.781415
75.0,1844,3298.020753
75.0,1844,3302.148148
170.0,1872,3327.486668
80.0,1286,3330.447119
20.0,1290,3354.049157
50.0,1964,3358.569875
215.0,2542,3364.328238
215.0,2542,3370.170238
215.0,2542,3375.935983
215.0,2542,3381.769195
200.0,2282,3407.950315
290.0,3236,3459.382632
135.0,1904,3463.698641
135.0,1904,3468.076046
135.0,1904,3472.343133
135.0,1904,3476.643437
90.0,1844,3501.527073
50.0,1060,3504.096321
25.0,1406,3527.718344
170.0,1910,3532.133439
215.0,1558,3535.676995
215.0,1558,3539.233554
215.0,1558,3542.775163
215.0,1558,3546.235471
35.0,1150,3569.418572
25.0,1024,3571.944779
80.0,1826,3597.273947
30.0,1162,3620.283782
110.0,1736,3624.196088
110.0,1736,3628.090103
110.0,1736,3631.995323
110.0,1736,3635.963708
35.0,1040,3638.532727
220.0,2382,3664.670427
35.0,1038,3687.361795
45.0,1932,3691.878027
45.0,1810,3695.979668
45.0,1810,3700.482717
45.0,1810,3704.579101
45.0,1810,3708.733589
460.0,3094,3756.261159
315.0,3310,3763.998044
35.0,1666,3767.814543
35.0,1666,3771.599004
35.0,1666,3775.410031
35.0,1666,3779.21049
140.0,1858,3803.945316
190.0,2128,3829.102945
70.0,1408,3852.876298
330.0,2606,3858.83662
330.0,2606,3864.71288
330.0,2606,3870.681934
330.0,2606,3876.515253
60.0,1408,3900.108394
50.0,1080,3902.723164
295.0,2610,3929.00862
230.0,3408,3936.811928
230.0,3408,3944.709606
230.0,3408,3952.502264
230.0,3408,3960.485085
385.0,3650,4009.503883
65.0,1888,4034.140922
145.0,2032,4038.829673
145.0,2032,4043.445397
145.0,2032,4047.944633
145.0,2032,4052.514129
110.0,1338,4055.850394
125.0,1894,4080.435791
360.0,3240,4108.179679
55.0,974,4110.351858
55.0,974,4112.565657
55.0,974,4114.778236
55.0,974,4116.902696
165.0,2284,4142.742201
330.0,2432,4188.951853
55.0,1328,4191.995231
215.0,2778,4198.475348
215.0,2778,4204.859144
215.0,2778,4211.230947
215.0,2778,4217.467263
20.0,926,4219.781516
150.0,2054,4245.048866
330.0,2754,4273.206783
295.0,2558,4279.108346
295.0,2558,4284.848094
295.0,2558,4290.698536
295.0,2558,4296.619142
225.0,2206,4322.345451
20.0,1070,4344.911068
85.0,1034,4347.410889
120.0,2050,4372.466742
15.0,956,4374.633739
15.0,956,4376.826237
15.0,956,4379.018674
15.0,956,4381.093283
105.0,1516,4384.741147
175.0,2718,4411.327273
30.0,1330,4414.047853
30.0,1330,4416.829874
30.0,1330,4419.59697
30.0,1330,4422.525345
30.0,1330,4425.448654
30.0,1330,4428.429807
30.0,1330,4431.435607
30.0,1330,4434.486961
30.0,1330,4437.742141
