#{"t_start": 1686321034.663134, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
330.0,3200,2539.736105
210.0,2466,2541.683132
330.0,3200,2544.348101
180.0,2388,2546.376145
410.0,2420,2570.07463
265.0,2868,2572.517237
240.0,2878,2574.892403
155.0,2402,2598.681723
300.0,3264,2601.501216
210.0,2568,2603.709215
285.0,2908,2627.958484
180.0,2390,2629.853755
265.0,3012,2632.337954
160.0,1916,2633.885958
265.0,3012,2636.401607
110.0,1876,2637.999626
210.0,2544,2640.186973
110.0,1904,2641.775454
265.0,2944,2665.755613
180.0,2384,2667.819979
285.0,2896,2670.186101
210.0,2412,2693.668537
260.0,3040,2696.340557
260.0,2916,2698.791542
360.0,3308,2701.911559
110.0,1950,2703.600634
110.0,1950,2705.177608
360.0,3308,2707.942187
210.0,2378,2709.941214
180.0,2584,2733.854493
290.0,2892,2736.297796
285.0,2918,2738.779293
260.0,2880,2762.956093
285.0,2900,2765.434093
210.0,2308,2767.388816
120.0,1956,2790.819362
210.0,2426,2792.853034
210.0,2426,2794.792068
180.0,2362,2796.738068
210.0,2426,2798.74253
285.0,2916,2801.218964
285.0,2916,2803.782311
210.0,2540,2827.617618
210.0,2438,2829.657597
120.0,1940,2831.307878
305.0,2974,2833.872556
395.0,4402,2859.382157
210.0,2368,2861.325805
410.0,2538,2863.409597
410.0,2538,2865.548591
275.0,2648,2867.724574
395.0,4420,2871.318763
185.0,2398,2873.414767
210.0,2414,2897.018966
275.0,3022,2899.766966
295.0,2896,2902.22019
180.0,2354,2925.674256
210.0,2388,2927.743606
210.0,2520,2929.852317
200.0,2182,2931.806651
330.0,4194,2935.306215
290.0,3262,2937.992611
380.0,2684,2940.242633
425.0,4760,2944.249053
380.0,2684,2946.525527
315.0,4264,2971.953251
275.0,2372,2973.899575
210.0,2502,2976.041683
110.0,2268,2999.690665
210.0,2528,3001.771051
120.0,1392,3002.986138
260.0,2404,3026.449067
180.0,2508,3028.616442
210.0,2534,3030.650451
210.0,2542,3032.837631
260.0,2878,3035.234025
225.0,2420,3037.188102
210.0,2542,3039.357163
150.0,2092,3041.13516
260.0,2928,3043.59515
180.0,2358,3066.850032
105.0,1938,3068.515037
270.0,2906,3071.042175
265.0,2904,3094.919461
285.0,2906,3097.356851
110.0,2258,3099.307282
185.0,2430,3101.281284
180.0,2438,3103.291668
260.0,2866,3105.690661
260.0,2866,3108.050925
180.0,2840,3110.338906
210.0,2426,3133.865533
155.0,1964,3135.526489
105.0,1754,3137.004491
180.0,2658,3139.261679
270.0,2974,3163.371717
410.0,2460,3165.4337
265.0,2854,3167.783077
260.0,2898,3192.104621
210.0,2452,3194.051621
285.0,2622,3196.222623
210.0,2508,3198.301621
210.0,2508,3200.341619
210.0,2362,3202.210622
545.0,3226,3204.991994
85.0,1182,3205.954139
210.0,2380,3229.397552
210.0,2470,3231.438561
110.0,1812,3232.938559
380.0,2562,3235.070051
180.0,2362,3258.743636
75.0,1774,3260.296894
460.0,2880,3262.649978
155.0,1988,3264.397344
105.0,1932,3265.96932
455.0,2618,3268.186321
455.0,2618,3270.349951
260.0,2912,3294.431134
265.0,2882,3296.953133
260.0,2876,3299.433391
315.0,4196,3324.786795
75.0,1288,3325.878821
155.0,2446,3327.989106
210.0,2448,3329.975612
50.0,1244,3352.723499
210.0,2364,3354.640706
50.0,1268,3355.693142
285.0,2846,3358.052144
285.0,2846,3360.391582
520.0,4286,3363.938551
475.0,2978,3366.513555
460.0,2888,3368.942555
425.0,4434,3394.030589
185.0,2356,3396.087585
590.0,3758,3420.60435
155.0,1492,3421.841422
360.0,2360,3423.916437
90.0,1356,3424.991423
90.0,1356,3426.12742
90.0,1356,3427.258416
210.0,2412,3429.307492
90.0,1356,3430.433491
260.0,2916,3432.882906
180.0,2438,3456.787962
300.0,3316,3459.65396
460.0,2890,3462.020191
210.0,2534,3485.679811
210.0,2398,3487.770537
210.0,2424,3489.785935
260.0,2882,3492.32029
260.0,2860,3494.801898
260.0,2860,3497.219349
260.0,2860,3499.617741
305.0,3238,3502.284738
260.0,2920,3526.714775
225.0,2884,3529.131751
105.0,1928,3530.759045
460.0,2924,3555.416745
260.0,2840,3557.802746
275.0,3006,3560.435081
260.0,2904,3584.472567
180.0,2446,3586.493618
210.0,2354,3588.49874
210.0,2410,3590.520189
210.0,2410,3592.518681
210.0,2410,3594.473055
210.0,1850,3596.112077
210.0,2566,3598.274603
110.0,1866,3621.320438
210.0,2434,3623.390953
30.0,1238,3624.402341
410.0,2540,3626.550673
380.0,2348,3649.875994
450.0,2824,3652.327683
180.0,2408,3654.300872
135.0,1904,3655.927308
275.0,3032,3658.414756
180.0,1550,3659.697046
275.0,3032,3662.227423
180.0,1550,3663.539417
260.0,2954,3687.626711
210.0,2522,3689.720711
215.0,2546,3691.95011
410.0,2504,3715.849378
210.0,2382,3717.825984
260.0,2916,3720.34851
180.0,2386,3743.99973
260.0,2870,3746.357978
255.0,3102,3748.957975
85.0,1478,3750.152851
255.0,3102,3752.728684
220.0,2812,3755.050986
80.0,1198,3756.148957
270.0,2970,3758.640208
275.0,2966,3783.181565
440.0,2914,3785.651554
265.0,2966,3788.483556
50.0,1912,3812.110655
50.0,1114,3813.015998
180.0,2398,3815.051399
210.0,2430,3817.149376
260.0,3006,3819.596398
260.0,3006,3822.044806
210.0,2554,3824.212223
330.0,3252,3826.84242
135.0,2370,3850.675053
240.0,2954,3853.276755
120.0,1908,3854.919755
330.0,3020,3857.475786
290.0,3222,3882.04771
260.0,2892,3884.561193
235.0,2980,3909.368615
210.0,2582,3911.624876
185.0,1806,3913.156619
185.0,1806,3914.630624
255.0,2896,3917.216089
185.0,1806,3918.709091
290.0,2840,3921.556703
260.0,3066,3924.781907
270.0,2904,3950.507005
210.0,2460,3953.022521
395.0,4374,3980.601502
180.0,2362,3982.936217
135.0,1944,3984.822162
210.0,2426,3987.183754
290.0,3292,3990.240756
155.0,2590,3992.707036
290.0,3292,3995.807926
285.0,3092,3998.402506
260.0,2924,4000.954998
210.0,1996,4024.655662
240.0,2854,4027.119195
460.0,3042,4029.681204
260.0,2904,4053.654873
180.0,2398,4055.816283
75.0,1254,4056.807279
210.0,2506,4080.598683
180.0,2496,4082.686681
260.0,3072,4085.253393
260.0,3072,4087.753475
260.0,3072,4090.26814
260.0,2834,4092.669134
260.0,2892,4095.126937
460.0,3896,4098.469705
210.0,2446,4121.985157
135.0,2056,4123.738158
275.0,3034,4126.273157
420.0,4072,4151.306939
270.0,3030,4153.847676
180.0,2450,4155.938465
180.0,2450,4157.943466
210.0,2400,4159.930993
180.0,2450,4161.905978
210.0,2494,4164.09697
260.0,2864,4187.955257
260.0,3208,4190.821864
210.0,2424,4192.941977
190.0,2360,4216.069016
315.0,3298,4218.884545
260.0,2904,4221.304787
125.0,1438,4222.521141
230.0,2898,4224.907611
260.0,2878,4227.293019
230.0,2898,4229.626256
260.0,2878,4232.064198
470.0,4514,4258.257823
465.0,4802,4288.339844
235.0,2520,4291.150394
590.0,4414,4294.97582
260.0,2864,4321.082984
620.0,4326,4327.219406
260.0,1962,4328.979436
160.0,1564,4330.313736
250.0,2874,4333.085931
160.0,1564,4334.317139
135.0,1946,4335.984162
80.0,1232,4337.292612
270.0,2828,4362.051256
260.0,2858,4364.473476
150.0,2260,4366.541476
155.0,1560,4368.376011
210.0,2426,4396.330957
265.0,2992,4399.470069
210.0,2500,4403.219302
795.0,4074,4410.660837
260.0,2932,4413.998477
795.0,4074,4417.511815
260.0,2932,4419.955225
240.0,2878,4445.104313
260.0,2898,4447.508347
270.0,3058,4450.023855
280.0,3096,4473.421447
450.0,5125,4477.695052
210.0,2348,4500.440198
180.0,1920,4501.969382
1040.0,8568,4509.237048
240.0,3006,4511.612816
305.0,2980,4514.036255
260.0,2872,4516.428626
105.0,1654,4517.782096
55.0,1532,4519.08149
490.0,3162,4542.321914
60.0,1180,4543.316454
450.0,5130,4547.519068
260.0,2894,4570.952549
215.0,2554,4573.037014
135.0,2374,4574.988317
490.0,2996,4577.37668
240.0,1936,4578.92468
90.0,1566,4580.173681
300.0,3244,4582.70479
285.0,2244,4584.610097
155.0,2120,4607.009438
550.0,4158,4610.394775
385.0,2334,4633.392835
155.0,1496,4634.647835
285.0,3198,4637.3349
290.0,3614,4661.161515
130.0,1488,4662.373019
95.0,1898,4663.932037
300.0,3296,4667.050494
95.0,1898,4670.207904
230.0,2408,4672.639014
255.0,2648,4675.802276
225.0,2428,4680.371221
100.0,1676,4682.843044
255.0,2684,4708.569645
80.0,1880,4710.042832
260.0,4488,4734.058926
395.0,3868,4737.202339
140.0,1550,4738.39434
415.0,2470,4740.357677
325.0,2933,4742.610114
150.0,1948,4744.141489
415.0,2470,4745.988735
260.0,2468,4748.057709
410.0,2448,4770.486562
410.0,2732,4772.704216
185.0,2024,4774.426578
240.0,2896,4797.246735
210.0,2550,4799.308757
350.0,3662,4802.207982
155.0,1490,4824.181233
225.0,3542,4826.936597
285.0,3120,4829.454115
260.0,2874,4831.758451
275.0,2956,4834.145503
285.0,3120,4836.638885
260.0,4590,4840.383913
255.0,2572,4842.442655
185.0,1892,4864.335123
260.0,2844,4866.909199
35.0,1210,4868.786354
175.0,2288,4871.339682
215.0,2446,4898.701003
155.0,1726,4900.677074
345.0,3644,4903.76323
385.0,2832,4906.323516
215.0,3582,4909.454855
210.0,2906,4912.616954
215.0,3582,4916.618259
325.0,3004,4919.774902
365.0,5211,4951.653413
230.0,2722,4954.177971
170.0,2070,4980.418126
290.0,2986,4983.125731
240.0,2412,4985.756907
255.0,3578,4989.008181
85.0,1846,4990.591182
85.0,1846,4992.565862
285.0,2880,4994.953857
320.0,3450,4997.774855
210.0,1940,5025.58864
210.0,2522,5027.948124
85.0,1194,5029.088406
460.0,2960,5031.593428
265.0,3000,5056.240151
350.0,4230,5060.038248
210.0,1914,5088.820803
210.0,1906,5090.553383
70.0,1188,5091.585386
515.0,4184,5095.331836
255.0,3046,5097.987278
255.0,3046,5100.693124
390.0,4456,5104.683736
45.0,1208,5105.796404
365.0,3346,5108.908968
310.0,3048,5133.933938
305.0,2938,5136.83292
210.0,2434,5139.000922
290.0,3200,5164.778893
300.0,3248,5167.769379
285.0,4632,5171.873549
210.0,2434,5173.928643
275.0,3370,5176.937684
210.0,2434,5179.021684
210.0,2434,5181.20408
235.0,2814,5207.16776
520.0,4058,5210.876217
245.0,2186,5212.894218
330.0,3352,5239.30725
315.0,3144,5242.326105
210.0,1830,5244.108551
290.0,3226,5269.490694
195.0,3084,5272.308069
480.0,5126,5276.836165
565.0,4952,5281.161663
195.0,3084,5283.932002
525.0,4760,5288.416514
255.0,3016,5313.869302
155.0,1724,5315.499081
225.0,2728,5318.015231
655.0,4062,5344.325884
420.0,4344,5348.337822
135.0,1870,5350.002071
135.0,1870,5351.68632
135.0,1870,5353.343303
135.0,1870,5355.000886
345.0,3350,5381.659149
395.0,2664,5384.201004
490.0,4674,5388.34988
135.0,1686,5412.171718
345.0,3508,5415.313684
485.0,2868,5417.875427
850.0,4556,5444.157797
265.0,3008,5446.724786
265.0,3008,5449.373117
210.0,2438,5451.550427
545.0,3282,5454.391205
105.0,1496,5455.902718
420.0,3945,5459.415999
210.0,2418,5484.147096
695.0,4556,5488.357052
420.0,3916,5514.387068
345.0,3124,5517.25339
300.0,3184,5520.054507
400.0,3482,5522.974035
275.0,3180,5525.74083
180.0,1854,5527.3312
400.0,3482,5530.249928
180.0,1978,5532.275688
565.0,3242,5557.407942
470.0,4126,5561.301494
210.0,2538,5563.569241
385.0,3216,5592.968062
210.0,1762,5594.774632
110.0,1324,5596.122056
230.0,2496,5623.260062
365.0,3374,5627.268834
250.0,2584,5630.227436
250.0,2584,5632.955417
250.0,2584,5635.218853
190.0,2682,5637.73943
255.0,2472,5640.133195
265.0,3112,5665.740619
315.0,2705,5668.293027
210.0,2334,5670.343487
230.0,1990,5672.271952
390.0,2802,5698.23737
160.0,1948,5700.124857
315.0,2864,5702.586959
225.0,4650,5707.140057
225.0,4650,5712.779129
225.0,4650,5717.198357
155.0,1930,5722.873781
80.0,1090,5725.362918
150.0,2070,5728.06449
285.0,2444,5756.575131
215.0,2006,5758.682103
115.0,1904,5761.071859
565.0,3660,5794.755679
285.0,2484,5796.918882
215.0,2050,5798.691646
80.0,1646,5800.076648
240.0,2850,5802.767949
375.0,2856,5806.546143
210.0,1852,5808.272531
210.0,1852,5810.024858
375.0,2856,5812.773631
90.0,1332,5842.200997
275.0,2924,5845.672325
330.0,2716,5848.306643
315.0,2482,5877.326374
470.0,3816,5881.151405
285.0,2502,5883.101307
425.0,3382,5906.826877
330.0,3580,5911.166887
515.0,3222,5915.017725
210.0,2456,5917.581834
210.0,2456,5919.68198
515.0,3222,5922.466307
155.0,2326,5925.109648
285.0,2972,5928.395141
285.0,3045,5956.685789
105.0,1504,5958.065178
420.0,3520,5961.11657
300.0,2822,5986.742495
180.0,2400,5988.911175
240.0,1926,5990.861939
260.0,2884,5998.20222
265.0,2734,6001.018153
265.0,2734,6003.580884
265.0,2734,6006.902142
225.0,1966,6033.954873
260.0,2416,6036.121346
240.0,2820,6038.527344
210.0,2164,6040.331155
480.0,4344,6065.67323
365.0,2804,6068.052717
365.0,3426,6092.551741
210.0,1878,6094.122044
260.0,2838,6096.442348
260.0,2568,6098.55245
260.0,2886,6100.910145
500.0,2629,6103.014631
240.0,2838,6105.46544
215.0,1984,6107.105602
215.0,3294,6131.239451
315.0,3038,6133.951769
210.0,1844,6135.503175
225.0,2182,6158.732852
315.0,3378,6161.520603
260.0,2890,6163.834628
420.0,2968,6166.313957
395.0,3338,6168.991645
290.0,2364,6170.926166
395.0,3338,6173.608776
210.0,2372,6175.600114
270.0,2946,6199.456176
210.0,2376,6201.368324
230.0,2536,6203.470567
340.0,3278,6227.296956
255.0,2416,6229.270968
435.0,3966,6255.218762
345.0,3112,6257.883672
430.0,3794,6261.026425
205.0,2050,6262.871651
205.0,2050,6264.53724
295.0,3006,6268.506727
315.0,3306,6275.1155
210.0,2434,6279.473598
420.0,3172,6308.348613
210.0,1964,6309.982634
260.0,2860,6313.083909
315.0,3188,6340.874367
230.0,2172,6343.021549
285.0,2928,6346.29311
275.0,2674,6349.120553
285.0,2270,6351.103492
230.0,2578,6353.268343
520.0,2952,6355.665769
240.0,3006,6358.448451
570.0,3002,6384.141659
260.0,2158,6386.003682
315.0,2242,6387.785971
180.0,1916,6414.50699
155.0,1532,6415.729908
515.0,3366,6418.453236
420.0,3082,6421.023032
255.0,2194,6422.854695
330.0,2534,6424.9226
330.0,2534,6427.007352
255.0,2194,6428.718354
620.0,3901,6431.808253
260.0,2904,6455.67354
140.0,1872,6457.236985
210.0,2556,6459.299006
260.0,2904,6483.127404
180.0,2386,6485.101472
680.0,4558,6509.958226
540.0,4780,6513.865972
315.0,2568,6515.835067
590.0,3496,6518.60715
315.0,2568,6520.591939
345.0,3210,6523.16994
240.0,2008,6524.83113
325.0,2564,6526.973023
245.0,2576,6557.819455
195.0,2112,6559.490607
215.0,2468,6561.492739
315.0,2854,6585.271368
235.0,2152,6587.025712
420.0,3844,6590.168072
425.0,3750,6593.119563
260.0,2884,6595.37634
510.0,2676,6597.600339
260.0,2884,6599.826438
235.0,2124,6622.772375
725.0,5888,6627.582751
385.0,3514,6651.283224
485.0,3443,6654.068849
300.0,2828,6677.416583
665.0,4617,6681.090219
480.0,4098,6684.297882
480.0,4098,6687.489101
470.0,4602,6691.074394
215.0,2260,6692.807374
45.0,1500,6694.109745
240.0,1988,6695.766444
260.0,2364,6718.886858
555.0,4512,6722.600773
290.0,3212,6725.171315
390.0,3442,6749.240718
150.0,1624,6750.626718
370.0,4006,6753.74472
305.0,2874,6756.067737
340.0,3234,6758.631902
305.0,2874,6760.897606
340.0,3234,6763.437626
340.0,2980,6787.049156
230.0,2420,6789.005918
265.0,2338,6790.895414
340.0,3338,6814.817828
470.0,3736,6818.035985
620.0,3624,6820.918467
465.0,2758,6844.517378
370.0,3076,6847.089793
370.0,3076,6849.453602
350.0,2736,6851.686601
295.0,2908,6854.053126
305.0,2758,6856.300956
285.0,2432,6858.345294
485.0,2444,6881.748747
315.0,2868,6884.021959
430.0,2300,6885.92896
255.0,2320,6909.074717
365.0,3376,6911.860203
210.0,3670,6914.872905
365.0,2724,6917.287946
525.0,2782,6919.566154
525.0,2782,6921.792573
525.0,2782,6923.969795
460.0,3292,6948.769059
350.0,2682,6951.019862
410.0,3664,6954.029395
255.0,2830,6977.722874
210.0,2020,6979.377869
215.0,1996,6982.504702
740.0,4222,7010.781003
505.0,4014,7014.030836
250.0,2828,7016.267179
250.0,2828,7018.656295
510.0,3226,7021.143815
345.0,4222,7024.64874
220.0,2756,7026.952273
250.0,3024,7050.789384
230.0,2128,7052.440124
755.0,4772,7078.008618
285.0,2464,7079.988904
215.0,2784,7082.291065
155.0,2090,7083.869533
550.0,2698,7086.107533
550.0,2698,7088.193631
280.0,2694,7090.389894
530.0,3236,7093.089706
410.0,3434,7117.145165
225.0,2140,7118.886189
245.0,2844,7121.209609
270.0,2962,7144.922383
360.0,3990,7148.191077
180.0,2074,7149.944293
245.0,2892,7152.258397
550.0,2754,7154.458472
550.0,2754,7156.627597
265.0,2380,7158.577573
310.0,3358,7182.807035
455.0,3544,7185.672602
180.0,1758,7187.127331
245.0,2030,7210.064138
335.0,2506,7212.134375
235.0,2112,7213.938766
290.0,3294,7238.136465
255.0,2790,7240.415155
275.0,2914,7242.80673
