#{"t_start": 1686238667.0332575, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
315.0,2348,2615.960165
315.0,2348,2621.41364
110.0,1794,2647.462269
70.0,1620,2672.626317
385.0,2852,2700.532352
205.0,2524,2706.453737
205.0,2524,2713.414904
205.0,2524,2719.47615
205.0,2524,2725.383422
135.0,2084,2751.647547
45.0,1584,2776.583405
145.0,2104,2781.671347
55.0,2008,2786.385219
55.0,2008,2791.021043
55.0,2008,2795.632791
55.0,2008,2800.278706
210.0,2006,2826.330999
85.0,1082,2850.254512
125.0,1680,2875.158233
240.0,2572,2881.208331
145.0,1908,2885.651745
145.0,1908,2890.075698
145.0,1908,2894.478871
145.0,1908,2898.864928
135.0,2350,2925.534431
210.0,2434,2952.618801
230.0,3082,2959.723366
155.0,2860,2966.380719
155.0,2860,2972.918058
155.0,2860,2979.529107
155.0,2860,2986.235379
80.0,2028,3012.068989
80.0,1800,3037.787238
95.0,2328,3064.331163
125.0,1622,3068.085666
125.0,1622,3071.803477
125.0,1622,3075.517886
125.0,1622,3079.315256
490.0,3178,3108.255799
80.0,1734,3133.484298
320.0,3428,3141.368747
320.0,3428,3149.38855
320.0,3428,3157.26587
320.0,3428,3165.214858
320.0,3428,3173.188099
90.0,1554,3198.265486
125.0,1720,3223.21214
85.0,1644,3227.215455
290.0,3226,3256.604901
185.0,2326,3262.784845
185.0,2326,3269.021101
185.0,2326,3275.272451
185.0,2326,3281.407041
110.0,1234,3284.887079
305.0,2782,3314.486435
170.0,2104,3340.567161
230.0,2982,3347.560306
230.0,2982,3354.560935
230.0,2982,3361.621653
230.0,2982,3368.515704
455.0,4680,3421.879621
20.0,1594,3425.571704
70.0,1198,3428.292582
70.0,1198,3431.048579
70.0,1198,3433.886277
70.0,1198,3436.632815
120.0,1624,3461.289279
145.0,1942,3487.012867
230.0,2442,3513.74808
125.0,2220,3518.91367
125.0,2220,3524.023449
125.0,2220,3529.11857
125.0,2220,3534.332632
230.0,4082,3586.455702
490.0,3470,3594.68028
210.0,2442,3600.354628
210.0,2442,3606.13622
210.0,2442,3611.882782
210.0,2442,3617.77251
215.0,2488,3644.839068
230.0,2012,3670.616108
100.0,1646,3695.432263
135.0,2138,3700.38389
135.0,2138,3705.318374
135.0,2138,3710.287179
135.0,2138,3715.177946
20.0,1544,3719.055343
695.0,4252,3771.416639
90.0,1282,3774.31523
90.0,1282,3777.216459
90.0,1282,3780.172224
90.0,1282,3783.103365
300.0,3124,3833.028045
390.0,4306,3864.10974
110.0,2248,3869.339886
110.0,2248,3874.549014
110.0,2248,3879.81381
110.0,2248,3884.974877
210.0,2464,3912.298067
160.0,1932,3938.586075
120.0,2090,3943.454079
240.0,2914,3950.191537
240.0,2914,3956.8048
240.0,2914,3963.679678
240.0,2914,3970.533983
65.0,1408,3995.085976
110.0,2134,4021.06162
260.0,3100,4028.483627
180.0,2418,4034.213403
180.0,2418,4039.815292
180.0,2418,4045.418593
180.0,2418,4051.054921
110.0,1906,4076.830621
285.0,3780,4127.674567
210.0,2362,4133.165567
210.0,2362,4138.670515
210.0,2362,4144.135413
210.0,2362,4149.713138
155.0,2366,4176.431839
150.0,2392,4203.049537
90.0,1840,4207.28768
185.0,2380,4215.117071
185.0,2380,4220.925064
185.0,2380,4226.443699
185.0,2380,4231.924721
135.0,1938,4257.870108
230.0,4221,4310.391988
180.0,2284,4315.60614
180.0,2284,4321.332222
180.0,2284,4326.741334
180.0,2284,4332.032871
65.0,1938,4357.78261
75.0,1792,4383.069876
85.0,1828,4387.377801
415.0,3278,4395.507648
415.0,3278,4403.08629
415.0,3278,4410.871089
415.0,3278,4418.445145
85.0,1262,4442.429034
130.0,1860,4467.849828
95.0,1868,4493.222337
110.0,1866,4497.561623
110.0,1866,4501.854414
110.0,1866,4506.177446
110.0,1866,4510.683662
110.0,1866,4515.054209
160.0,1684,4519.151603
210.0,4028,4572.6172
35.0,1150,4575.665198
35.0,1150,4578.619995
35.0,1150,4581.605825
35.0,1150,4584.624573
230.0,1874,4610.714047
45.0,1522,4635.131735
85.0,1144,4637.766093
590.0,3582,4666.847291
300.0,2974,4673.780668
300.0,2974,4680.652606
300.0,2974,4687.528023
300.0,2974,4694.468192
230.0,2168,4720.645691
260.0,2526,4726.202018
260.0,2526,4731.461079
260.0,2526,4736.494609
260.0,2526,4741.738061
260.0,2526,4746.66574
260.0,2526,4751.570998
260.0,2526,4756.53221
260.0,2526,4761.564753
260.0,2526,4766.732124
